system,SID,raw_score,z_score,annotators,lp,raw_score_norm,z_score_norm
Facebook_FAIR.6862,469,91.0,0.214407351319181,2,en-de,0.044601752160573674,-0.22358745924622
Facebook_FAIR.6862,474,94.0,0.397371902247609,2,en-de,0.24413757830551577,0.08590888868998613
Facebook_FAIR.6862,958,94.0,0.433414144199914,2,en-de,0.24413757830551577,0.1468766674157957
Facebook_FAIR.6862,970,85.5,0.0713157113619305,2,en-de,-0.3212139291051535,-0.4656362045482292
Facebook_FAIR.6862,1000,96.0,0.509021725622415,2,en-de,0.3771614624021438,0.2747717717286914
Facebook_FAIR.6862,1001,92.5,0.379864952649796,2,en-de,0.14436966523304473,0.05629475340240299
Facebook_FAIR.6862,997,91.5,0.263884102016083,2,en-de,0.07785772318473069,-0.13989434180495464
Facebook_FAIR.6862,979,99.0,0.647779985632952,2,en-de,0.5766972885470859,0.5094903251387616
Facebook_FAIR.6862,1924,95.0,0.933542890942652,2,en-de,0.3106495203538298,0.9928767249643156
Facebook_FAIR.6862,1940,94.5,0.912468030932409,2,en-de,0.2773935493296728,0.9572272389117495
Facebook_FAIR.6862,484,99.5,0.759402406279641,2,en-de,0.6099532595712429,0.6983068546940587
Facebook_FAIR.6862,978,99.0,0.647779985632952,2,en-de,0.5766972885470859,0.5094903251387616
Facebook_FAIR.6862,1522,91.5,0.0413394792851585,2,en-de,0.07785772318473069,-0.5163429360192794
Facebook_FAIR.6862,1925,95.0,0.933542890942652,2,en-de,0.3106495203538298,0.9928767249643156
Facebook_FAIR.6862,1936,45.0,-1.08454295428057,2,en-de,-3.014947582061872,-2.4208457461315525
Facebook_FAIR.6862,1981,57.5,-1.21125016253665,2,en-de,-2.183548306457946,-2.63517916762471
Facebook_FAIR.6862,481,100.0,0.792314270282551,2,en-de,0.6432092305953999,0.7539793970580619
Facebook_FAIR.6862,487,93.5,0.378966671333741,2,en-de,0.21088160728135874,0.054775252573813014
Facebook_FAIR.6862,1512,90.5,-0.026154000529357,2,en-de,0.011345781136416662,-0.6305125137112442
Facebook_FAIR.6862,1514,98.0,0.549687333118727,2,en-de,0.5101853464987719,0.3435602717023234
Facebook_FAIR.6862,1930,93.5,0.879258326492025,2,en-de,0.21088160728135874,0.9010508802226813
Facebook_FAIR.6862,1938,94.0,0.891393170922167,2,en-de,0.24413757830551577,0.9215777528591851
Facebook_FAIR.6862,1917,95.5,0.954617750952893,2,en-de,0.3439054913779868,1.0285262110168782
Facebook_FAIR.6862,1703,82.0,0.119781412506296,2,en-de,-0.5540057262742526,-0.3836533426865541
Facebook_FAIR.6862,873,88.0,0.541791730460547,2,en-de,-0.15493407398436843,0.33020435015871236
Facebook_FAIR.6862,865,57.0,-0.578953294816511,2,en-de,-2.2168042774821033,-1.5656082022225828
Facebook_FAIR.6862,1628,85.0,1.37978068798067,2,en-de,-0.3544699001293105,1.7477167625210444
Facebook_FAIR.6862,1627,83.0,1.21651924682295,2,en-de,-0.4874937842259386,1.4715494965631593
Facebook_FAIR.6862,1933,56.5,-0.553333093028466,2,en-de,-2.2500602485062604,-1.5222699771590271
Facebook_FAIR.6862,1519,99.5,0.666998376311089,2,en-de,0.6099532595712429,0.5419994734842319
Facebook_FAIR.6862,976,75.0,-0.740995583027243,2,en-de,-1.0195893206124509,-1.8397131922764538
Facebook_FAIR.6862,974,99.0,0.647779985632952,2,en-de,0.5766972885470859,0.5094903251387616
Facebook_FAIR.6862,994,95.0,0.393040874988701,2,en-de,0.3106495203538298,0.07858267652133202
Facebook_FAIR.6862,486,98.5,0.693578678273816,2,en-de,0.5434413175229289,0.586961769966044
Facebook_FAIR.6862,485,97.5,0.642261583357037,2,en-de,0.4769293754746149,0.5001555914858657
Facebook_FAIR.6862,480,98.0,0.675173447359949,2,en-de,0.5101853464987719,0.5558281338498724
Facebook_FAIR.6862,475,97.5,0.627754950267993,2,en-de,0.4769293754746149,0.47561668523803236
Facebook_FAIR.6862,1977,75.0,-0.408444060659628,2,en-de,-1.0195893206124509,-1.277180826574291
Facebook_FAIR.6862,1965,91.0,0.48325548929466,2,en-de,0.044601752160573674,0.231186519814943
Facebook_FAIR.6862,882,98.5,0.834861940606267,2,en-de,0.5434413175229289,0.8259515277881015
Facebook_FAIR.6862,870,53.5,-0.653693748297725,2,en-de,-2.4495960746512027,-1.6920365036512042
Facebook_FAIR.6862,1631,81.0,0.978285893310619,2,en-de,-0.6205176683225666,1.0685624015520376
Facebook_FAIR.6862,1686,99.0,1.05749400362942,2,en-de,0.5766972885470859,1.2025480329008484
Facebook_FAIR.6862,1935,90.0,0.722794290840228,2,en-de,-0.021910189887740354,0.6363818644386652
Facebook_FAIR.6862,1923,75.0,0.158492608941729,2,en-de,-1.0195893206124509,-0.31817085517620397
Facebook_FAIR.6862,1915,77.0,0.237428039634638,2,en-de,-0.8865654365158228,-0.18464647901558118
Facebook_FAIR.6862,982,99.5,0.685966843091341,2,en-de,0.6099532595712429,0.5740858594242807
Facebook_FAIR.6862,972,99.5,0.685966843091341,2,en-de,0.6099532595712429,0.5740858594242807
Facebook_FAIR.6862,986,100.0,0.714899667438429,2,en-de,0.6432092305953999,0.623027599370432
Facebook_FAIR.6862,965,99.0,0.57642686097808,2,en-de,0.5766972885470859,0.3887919090660307
Facebook_FAIR.6862,963,86.0,-0.047357103547716,2,en-de,-0.2879579580809965,-0.6663789310898995
Facebook_FAIR.6862,470,99.5,0.773909039368683,2,en-de,0.6099532595712429,0.7228457609418889
Facebook_FAIR.6862,1972,99.0,1.01041784035647,2,en-de,0.5766972885470859,1.1229156640409044
Facebook_FAIR.6862,1962,89.0,0.317983252553171,2,en-de,-0.08842213193605439,-0.0483821366662144
Facebook_FAIR.6862,1960,87.0,0.190975757498581,2,en-de,-0.22144601603268244,-0.26322351266203775
Facebook_FAIR.6862,1704,97.5,0.646766917986866,2,en-de,0.4769293754746149,0.5077766558236678
Facebook_FAIR.6862,1702,95.6666666666667,0.387026517950748,3,en-de,0.354990815052708,0.06840900337543929
Facebook_FAIR.6862,1700,99.0,0.698906772370678,2,en-de,0.5766972885470859,0.5959745850500123
Facebook_FAIR.6862,871,53.0,-0.731814727074631,2,en-de,-2.4828520456753593,-1.8241831818244656
Facebook_FAIR.6862,1922,94.0,0.891393170922167,2,en-de,0.24413757830551577,0.9215777528591851
Facebook_FAIR.6862,1921,95.5,0.954617750952893,2,en-de,0.3439054913779868,1.0285262110168782
Facebook_FAIR.6862,975,99.0,0.647779985632952,2,en-de,0.5766972885470859,0.5094903251387616
Facebook_FAIR.6862,993,90.5,0.42467945562775,2,en-de,0.011345781136416662,0.1321013778871571
Facebook_FAIR.6862,992,78.5,-0.621120496670089,2,en-de,-0.7867975234433517,-1.6369367459768114
Facebook_FAIR.6862,989,95.5,0.451031300305558,2,en-de,0.3439054913779868,0.1766772241250117
Facebook_FAIR.6862,969,99.0,0.57642686097808,2,en-de,0.5766972885470859,0.3887919090660307
Facebook_FAIR.6862,483,97.0,0.609349719354125,2,en-de,0.44367340445045783,0.44448304912185915
Facebook_FAIR.6862,468,99.5,0.773909039368683,2,en-de,0.6099532595712429,0.7228457609418889
Facebook_FAIR.6862,1961,93.0,0.6676600968796,2,en-de,0.17762563625720174,0.54311881653877
Facebook_FAIR.6862,880,42.0,-0.876788266976134,2,en-de,-3.2144834082068137,-2.0694152823555174
Facebook_FAIR.6862,875,94.5,0.721342708177908,2,en-de,0.2773935493296728,0.6339264186682367
Facebook_FAIR.6862,1625,80.5,1.11240499518196,2,en-de,-0.6537736393467236,1.2954335195201387
Facebook_FAIR.6862,1002,94.5,0.473438551794534,2,en-de,0.2773935493296728,0.214580536367387
Facebook_FAIR.6862,991,86.5,0.133741180746257,2,en-de,-0.25470198705683944,-0.3600394936301111
Facebook_FAIR.6862,1986,98.5,0.966708234815665,2,en-de,0.5434413175229289,1.048978044890279
Facebook_FAIR.6862,1970,98.0,0.942131000118312,2,en-de,0.5101853464987719,1.0074040659823247
Facebook_FAIR.6862,1967,89.5,0.361692858093974,2,en-de,-0.05516616091189737,0.025555482484407588
Facebook_FAIR.6862,1707,91.5,0.438207500451607,2,en-de,0.07785772318473069,0.15498493891827103
Facebook_FAIR.6862,1705,99.0,0.710699762189529,2,en-de,0.5766972885470859,0.6159231885454021
Facebook_FAIR.6862,878,95.0,0.701108187380413,2,en-de,0.3106495203538298,0.5996984206364558
Facebook_FAIR.6862,866,98.0,0.825589811531442,2,en-de,0.5101853464987719,0.8102671229583702
Facebook_FAIR.6862,1629,83.0,1.34147243408065,2,en-de,-0.4874937842259386,1.6829158783185791
Facebook_FAIR.6862,1684,85.5,0.284476976730092,2,en-de,-0.3212139291051535,-0.10506016499227368
Facebook_FAIR.6862,869,45.0,-0.973606516867509,2,en-de,-3.014947582061872,-2.233189601494951
Facebook_FAIR.6862,872,99.0,0.849051844659811,2,en-de,0.5766972885470859,0.8499546664280831
Facebook_FAIR.6862,482,100.0,0.792314270282551,2,en-de,0.6432092305953999,0.7539793970580619
Facebook_FAIR.6862,999,88.0,0.134727329043465,2,en-de,-0.15493407398436843,-0.35837136013124127
Facebook_FAIR.6862,995,95.0,0.531428977111391,2,en-de,0.3106495203538298,0.31267508397106675
Facebook_FAIR.6862,1786,88.6666666666667,0.393350916813885,3,en-de,-0.11059277928549019,0.07910713228128667
Facebook_FAIR.6862,1690,69.0,-0.977547468201992,2,en-de,-1.418660972902335,-2.239855975058724
Facebook_FAIR.6862,1796,96.5,0.565798168659777,2,en-de,0.4104174334263008,0.37081278994617883
Facebook_FAIR.6862,1797,99.0,0.754660265688217,2,en-de,0.5766972885470859,0.6902852177868095
Facebook_FAIR.6862,1798,95.5,0.607615637921971,2,en-de,0.3439054913779868,0.44154973844745665
Facebook_FAIR.6862,1799,95.5,0.57093991664898,2,en-de,0.3439054913779868,0.3795103885607279
Facebook_FAIR.6862,1787,79.5,-0.410388032440492,2,en-de,-0.7202855813950376,-1.2804691803215902
Facebook_FAIR.6862,1691,83.5,0.031140708380278,2,en-de,-0.4542378132017815,-0.533594815317654
Facebook_FAIR.6862,1692,91.5,0.589142250833431,2,en-de,0.07785772318473069,0.41030081176246413
Facebook_FAIR.6862,1788,90.0,-0.151415325842249,3,en-de,-0.021910189887740354,-0.842400130876792
Facebook_FAIR.6862,1693,94.0,0.747917941988421,2,en-de,0.24413757830551577,0.6788801420434385
Facebook_FAIR.6862,1789,90.5,-0.0268386050458435,2,en-de,0.011345781136416662,-0.6316705664409015
Facebook_FAIR.6862,1694,95.0,0.825199068314468,2,en-de,0.3106495203538298,0.8096061555850697
Facebook_FAIR.6862,1790,87.5,-0.304819131262156,2,en-de,-0.18819004500852543,-1.1018925696910735
Facebook_FAIR.6862,1695,94.5,0.786558505151445,2,en-de,0.2773935493296728,0.7442431488142549
Facebook_FAIR.6862,1791,90.5,0.376594328957053,2,en-de,0.011345781136416662,0.05076228231310689
Facebook_FAIR.6862,1696,95.0,0.825199068314468,2,en-de,0.3106495203538298,0.8096061555850697
Facebook_FAIR.6862,1792,98.5,0.702217557773333,2,en-de,0.5434413175229289,0.6015749922639925
Facebook_FAIR.6862,1697,88.0,0.284231184032135,2,en-de,-0.15493407398436843,-0.10547593920635537
Facebook_FAIR.6862,1793,88.5,0.0201206122055545,2,en-de,-0.12167810296021139,-0.5522360193250733
Facebook_FAIR.6862,1698,88.0,0.284231184032135,2,en-de,-0.15493407398436843,-0.10547593920635537
Facebook_FAIR.6862,1794,96.5,0.602473889932768,2,en-de,0.4104174334263008,0.43285213983290755
Facebook_FAIR.6862,1795,98.5,0.702217557773333,2,en-de,0.5434413175229289,0.6015749922639925
Facebook_FAIR.6862,1699,82.0,-0.162242011594085,2,en-de,-0.5540057262742526,-0.8607141686695936
Facebook_FAIR.6862,1577,99.0,0.367066287336861,1,en-de,0.5766972885470859,0.03464498489418141
Facebook_FAIR.6862,398,80.0,0.0474766033802878,1,en-de,-0.6870296103708806,-0.5059615944717748
Facebook_FAIR.6862,399,93.0,0.978685348146716,1,en-de,0.17762563625720174,1.0692381051914046
Facebook_FAIR.6862,412,85.0,0.405633812905837,1,en-de,-0.3544699001293105,0.09988444386021714
Facebook_FAIR.6862,413,50.0,-2.10146665377301,1,en-de,-2.6823878718203016,-4.14103782446373
Facebook_FAIR.6862,416,76.0,-0.239049164240151,1,en-de,-0.9530773785641368,-0.9906384251373673
Facebook_FAIR.6862,417,89.0,0.692159580526276,1,en-de,-0.08842213193605439,0.5845612745258101
Facebook_FAIR.6862,193,99.0,0.676110603123514,1,en-de,0.5766972885470859,0.557413393315703
Facebook_FAIR.6862,29,91.0,0.361216011658199,2,en-de,0.044601752160573674,0.02474886595869332
Facebook_FAIR.6862,596,99.0,0.624224199746592,1,en-de,0.5766972885470859,0.46964419282733083
Facebook_FAIR.6862,1177,86.0,0.538254579606026,1,en-de,-0.2879579580809965,0.324221031171408
Facebook_FAIR.6862,1178,96.0,0.873431497714596,1,en-de,0.3771614624021438,0.8911944232340853
Facebook_FAIR.6862,1182,67.0,-0.0985815648002564,1,en-de,-1.551684856998963,-0.7530284137476775
Facebook_FAIR.6862,171,100.0,0.432212704910607,1,en-de,0.6432092305953999,0.14484435530713458
Facebook_FAIR.6862,26,99.0,0.963395751772478,1,en-de,0.5766972885470859,1.0433747660077592
Facebook_FAIR.6862,24,84.0,-0.165691260941795,2,en-de,-0.4209818421776245,-0.866548796584239
Facebook_FAIR.6862,615,100.0,0.616957078211429,1,en-de,0.6432092305953999,0.4573513876706568
Facebook_FAIR.6862,621,100.0,0.616957078211429,1,en-de,0.6432092305953999,0.4573513876706568
Facebook_FAIR.6862,608,99.5,0.590751380254111,2,en-de,0.6099532595712429,0.4130227580440255
Facebook_FAIR.6862,1364,99.0,0.278281699833629,1,en-de,0.5766972885470859,-0.11553987575689552
Facebook_FAIR.6862,1368,99.0,0.278281699833629,1,en-de,0.5766972885470859,-0.11553987575689552
Facebook_FAIR.6862,1371,100.0,0.328958257212921,1,en-de,0.6432092305953999,-0.02981720786695101
Facebook_FAIR.6862,1379,99.0,0.278281699833629,1,en-de,0.5766972885470859,-0.11553987575689552
Facebook_FAIR.6862,277,99.0,0.447916674458099,1,en-de,0.5766972885470859,0.17140863346040067
Facebook_FAIR.6862,685,99.0,0.29627273664622,1,en-de,0.5766972885470859,-0.08510687569853498
Facebook_FAIR.6862,501,99.0,0.29627273664622,1,en-de,0.5766972885470859,-0.08510687569853498
Facebook_FAIR.6862,503,97.0,-0.175619364281119,1,en-de,0.44367340445045783,-0.8833428242243584
Facebook_FAIR.6862,505,99.0,0.29627273664622,1,en-de,0.5766972885470859,-0.08510687569853498
Facebook_FAIR.6862,5,97.0,0.719815690014649,2,en-de,0.44367340445045783,0.6313433688787407
Facebook_FAIR.6862,8,83.5,0.0808365420341785,2,en-de,-0.4542378132017815,-0.4495311049132051
Facebook_FAIR.6862,154,97.0,0.453580970102491,1,en-de,0.44367340445045783,0.1809901551632361
Facebook_FAIR.6862,155,100.0,0.702567801188995,1,en-de,0.6432092305953999,0.6021674516091828
Facebook_FAIR.6862,156,100.0,0.702567801188995,1,en-de,0.6432092305953999,0.6021674516091828
Facebook_FAIR.6862,166,100.0,0.702567801188995,1,en-de,0.6432092305953999,0.6021674516091828
Facebook_FAIR.6862,955,100.0,0.464972156764656,1,en-de,0.6432092305953999,0.2002590826834026
Facebook_FAIR.6862,943,99.0,0.30041402825134,2,en-de,0.5766972885470859,-0.07810161363536684
Facebook_FAIR.6862,631,100.0,0.464972156764656,1,en-de,0.6432092305953999,0.2002590826834026
Facebook_FAIR.6862,1560,100.0,0.488174467517669,1,en-de,0.6432092305953999,0.23950728899057722
Facebook_FAIR.6862,1561,99.0,0.437663906769627,1,en-de,0.5766972885470859,0.1540654151171834
Facebook_FAIR.6862,1565,100.0,0.488174467517669,1,en-de,0.6432092305953999,0.23950728899057722
Facebook_FAIR.6862,288,98.0,0.465962743804379,1,en-de,0.5101853464987719,0.20193472460174966
Facebook_FAIR.6862,289,99.0,0.530393076574162,1,en-de,0.5766972885470859,0.3109227913467816
Facebook_FAIR.6862,1989,100.0,0.622368040375466,1,en-de,0.6432092305953999,0.46650437943924017
Facebook_FAIR.6862,133,100.0,0.668070055626093,1,en-de,0.6432092305953999,0.5438122882205808
Facebook_FAIR.6862,140,100.0,0.668070055626093,1,en-de,0.6432092305953999,0.5438122882205808
Facebook_FAIR.6862,139,100.0,0.668070055626093,1,en-de,0.6432092305953999,0.5438122882205808
Facebook_FAIR.6862,65,92.0,0.448507527233546,1,en-de,0.11111369420888771,0.17240809906857926
Facebook_FAIR.6862,73,94.0,0.582605127489941,1,en-de,0.24413757830551577,0.3992428456671077
Facebook_FAIR.6862,450,97.0,0.783751527874533,1,en-de,0.44367340445045783,0.7394949655648995
Facebook_FAIR.6862,894,89.5,1.1868086364745,2,en-de,-0.05516616091189737,1.4212920813909824
Facebook_FAIR.6862,1879,65.0,0.0204567550542084,1,en-de,-1.6847087410955912,-0.551667411999144
Facebook_FAIR.6862,1426,100.0,0.583451136127371,1,en-de,0.6432092305953999,0.4006739238856939
Facebook_FAIR.6862,1430,99.0,0.492659001994704,1,en-de,0.5766972885470859,0.24709316852731478
Facebook_FAIR.6862,1441,99.0,0.492659001994704,1,en-de,0.5766972885470859,0.24709316852731478
Facebook_FAIR.6862,1445,100.0,0.583451136127371,1,en-de,0.6432092305953999,0.4006739238856939
Facebook_FAIR.6862,332,99.0,0.675949399817715,1,en-de,0.5766972885470859,0.5571407075185534
Facebook_FAIR.6862,333,100.0,0.740589387406837,1,en-de,0.6432092305953999,0.6664834189233481
Facebook_FAIR.6862,337,100.0,0.740589387406837,1,en-de,0.6432092305953999,0.6664834189233481
Facebook_FAIR.6862,1466,100.0,0.358634971808573,1,en-de,0.6432092305953999,0.020382870451456835
Facebook_FAIR.6862,1474,98.5,0.281285161934406,2,en-de,0.5434413175229289,-0.11045932574522187
Facebook_FAIR.6862,1475,99.0,0.307068431892461,1,en-de,0.5766972885470859,-0.06684526034633007
Facebook_FAIR.6862,1461,98.5,0.281285161934406,2,en-de,0.5434413175229289,-0.11045932574522187
