index,src,mt,ref,pe,human_score,system,doc_id,sys_doc_id,dp_runs_scores
10,"In ActionScript 1.0, for example, the class keyword did not exist, so “classes” were defined by constructor functions.","V jazyce ActionScript 1.0, například klíčové slovo class, takže neexistovaly „tříd“ byly definovány funkce konstruktoru.","V jazyce ActionScript 1.0 klíčové slovo class neexistovalo, takže „třídy“ byly definovány funkcemi konstruktoru.","Například v jazyce ActionScript 1.0 neeexistuje klíčové slovo třídy, takže „třídy“ byly definovány funkcemi konstruktoru.",0.3157894736842105,smt,1,1_smt,0.3638874292373657|0.4627763628959656|0.4163954555988312|0.49153268337249756|0.43975630402565
11,"To change the reference point for scaling, click a white square on the reference point locator .","Chcete-li změnit vztažný bod pro změnu měřítka, klepněte na bílý čtvereček v ikoně umístění vztažného bodu.","Chcete-li změnit vztažný bod pro změnu velikosti, klepněte na bílý čtvereček v ikoně umístění vztažného bodu .","Chcete-li změnit vztažný bod pro změnu měřítka, klepněte na bílý čtvereček v ikoně umístění vztažného bodu.",0.0,smt,1,1_smt,-0.014686571434140205|0.017419923096895218|0.04391002282500267|0.08157842606306076|0.07868713140487671
12,"If column guides are locked, choose View > Grids & Guides > Lock Column Guides to deselect it.","Pokud jsou zamknuté vodítek sloupců, zvolte zobrazení & gt; mřížka a vodítka & gt; zamknout vodítka sloupce, abyste ho odznačili.","Pokud jsou vodítka sloupců zamčená, zvolte Zobrazení > Mřížka a vodítka > Zamknout vodítka sloupců, abyste volbu odznačili.","Pokud jsou vodítka sloupců zamknutá, tuto možnost odznačíte zvolením zobrazení > mřížka a vodítka > zamknout vodítka sloupce.",0.8,smt,1,1_smt,0.4488043487071991|0.5742458701133728|0.4876111149787903|0.5961008071899414|0.519632875919342
13,Select one or more layers in the Layers In Visio Drawing list.,Vyberte jednu nebo více vrstev v seznamu vrstvy v kresbě Visio.,Vyberte jednu nebo více vrstev v seznamu Vrstvy v kresbě Visio.,Vyberte jednu nebo více vrstev v seznamu Vrstvy v kresbě Visio.,0.0,smt,1,1_smt,-0.006293983198702335|0.017267316579818726|0.02344297245144844|0.07538565248250961|0.06498962640762329
14,Select the options for the review as follows:,Vyberte volby pro přezkum takto:,Vyberte následující volby pro recenzi:,Vyberte volby revize takto:,0.4,smt,1,1_smt,0.024077093228697777|0.0574054941534996|0.08914750069379807|0.09003157913684845|0.10490327328443527
15,"You can make these changes in an orderly, unified, and efficient document that serves your needs.","Tyto změny můžete provést v uspořádaném, jednotný, a efektivní dokument, který slouží vašim požadavkům.","Tyto změny lze provádět v dokumentu, který je uspořádaný, sjednocený a efektivně slouží vašim potřebám.","Tyto změny můžete provést v uspořádaném, jednotném a efektivním dokumentu, který poslouží vašim požadavkům.",0.2941176470588235,smt,1,1_smt,0.09788746386766434|0.18701665103435516|0.2134535014629364|0.23854821920394897|0.21603815257549286
16,A disabled radio button doesn’t receive mouse or keyboard input.,Deaktivované přepínací tlačítko neobdrží vstup z klávesnice nebo myši.,Zakázané přepínací tlačítko nemůže být aktivní pro vstup z myši ani z klávesnice.,Deaktivované radiové tlačítko nepříjímá vstup z klávesnice ani z myši.,0.3636363636363636,smt,1,1_smt,0.05853091925382614|0.18028207123279572|0.12332171946763992|0.22546277940273285|0.16464538872241974
17,"For example, choosing Red as the output channel sets the Source Channels sliders to 100% for Red, and to 0% for Green and Blue (in an RGB image).","Pokud například zvolíte červený jako výstupní kanál nastaví zdrojový kanály jezdce na 100% pro a na 0% červené, zelené a modré pro (v obraze RGB).","Pokud například jako výstupní kanál vyberete kanál R (červený), nastaví se jezdce Zdrojové kanály na 100 % pro R a na 0 % pro G a B (v obraze RGB).","Pokud například zvolíte kanál R (červený) jako výstupní kanál, nastaví se posuvníky Zdrojové kanály na 100 % pro R a na 0 % pro G (zelený) a B (modrý) (v obraze RGB).",0.4523809523809524,smt,1,1_smt,0.2250986248254776|0.3661446273326874|0.2596364915370941|0.3950459957122803|0.3446599841117859
18,You can’t know whether a missing file is up to date until its original is located.,"Nemůžete zjistit, zda soubor chybí, dokud je aktuální původní nachází.","Nelze zjistit, zda je chybějící soubor aktuální, dokud se nenajde jeho originál.","Nemůžete vědět, zda je chybějící soubor  aktuální, dokud se nenajde jeho originál.",0.5333333333333333,smt,1,1_smt,0.2983354926109314|0.4193415641784668|0.4250088930130005|0.4648704528808594|0.38669440150260925
19,The overall effect is to lighten the image.,Celkový efekt je zesvětlení obrazu.,Celkový efekt je zesvětlení obrazu.,Celkový efekt je zesvětlení obrazu.,0.0,smt,1,1_smt,-0.02766558527946472|-0.029062798246741295|0.02130461484193802|0.040109287947416306|0.05556438863277435
20,Alt‑drag (Windows) or Option-drag (Mac OS) to draw from the center.,"Alt-drag (Windows) nebo Option-drag (Mac os), chcete-li kreslit ze středu.","Táhněte se stisknutou klávesou Alt (Windows) nebo Option (Mac OS), chcete-li kreslit ze středu.","Alt-drag (Windows) nebo Option-drag (Mac os), chcete-li kreslit ze středu.",0.0,smt,1,1_smt,0.13683931529521942|0.22564874589443207|0.18620775640010834|0.25817421078681946|0.18891356885433197
21,It doesn’t restrict the loading or playing of the sound file itself.,Neomezuje na načítání nebo přehrání zvukového souboru.,Nijak neomezuje načítání nebo přehrávání zvukového souboru samotného.,Neomezuje načítání ani přehrávání samotného zvukového souboru.,0.5,smt,1,1_smt,0.06750895828008652|0.15481244027614594|0.304267942905426|0.2569332420825958|0.19974952936172485
22,does not check that the ActionScript to code the keyboard shortcut was created.,"Zkontrolujte, zda se kód jazyka ActionScript pro klávesovou zkratku, jak byl vytvořen.","nekontroluje, zda byl vytvořený ActionScript, který kóduje danou klávesovou zkratku.","nezkontrolujte, zda byl vytvořen kód jazyka ActionScript pro naprogramování klávesové zkratky.",0.5384615384615384,smt,1,1_smt,0.3509184420108795|0.47622883319854736|0.3997604250907898|0.49862736463546753|0.4501153230667114
23,"Preview 3D file formats, including 3DS, DAE, KMZ, OBJ, and U3D.","Náhled 3 d formátů, včetně 3 DS, Dae, obj, KMZ a u 3 D.","Umožňuje náhledy formátů souborů 3D, včetně 3DS, DAE, KMZ, OBJ, a U3D.","Zobrazí náhled formátů souborů 3D včetně 3DS, DAE, OBJ, KMZ a U3D.",0.625,smt,1,1_smt,0.42837199568748474|0.5365110039710999|0.6554200053215027|0.5704635977745056|0.5158367156982422
24,Notice that this XML document contains other complete XML structures within it (such as the song tags with their children).,"Všimněte si, že tento dokument Xml obsahuje další kompletní struktury Xml, uvnitř (například tagů song s jejich děti).","Všimněte si, že tento dokument XML v sobě zahrnuje další kompletní struktury XML (např. tagy song s jejich podřízenými objekty).","Všimněte si, že tento dokument Xml v sobě obsahuje další kompletní struktury Xml (například tagy písní a jejich podřízené prvky).",0.3333333333333333,smt,1,1_smt,0.2842826843261719|0.44285663962364197|0.3274989724159241|0.47993913292884827|0.40332964062690735
25,"In the Effects panel, select Isolate Blending.",V panelu efekty vyberte izolovat prolnutí.,V panelu Efekty vyberte Izolovat prolnutí.,V panelu Efekty vyberte Izolovat prolnutí.,0.0,smt,1,1_smt,0.04739067703485489|0.08973030000925064|0.03099057450890541|0.16795964539051056|0.13236679136753082
26,Drag a rectangle on the page you want to crop.,"Přetáhněte obdélník na stránce, kterou chcete oříznout.","Tažením vytvořte obdélník na stránce, kterou chcete oříznout.","Táhnutím vytvořte obdélník na stránce, kterou chcete oříznout.",0.2,smt,1,1_smt,0.03385944291949272|0.07940876483917236|0.10257113724946976|0.15804198384284973|0.1310000866651535
27,Navigate to an ACT or GIF palette file and click Open.,Najděte soubor s paletou Act nebo GIF a klepněte na otevřít.,Najděte soubor s paletou ACT nebo GIF a klepněte na Otevřít.,Najděte paletový soubor ACT nebo GIF a klepněte na otevřít.,0.2727272727272727,smt,1,1_smt,0.026292242109775543|0.059020765125751495|0.05991847813129425|0.13590870797634125|0.09135593473911285
28,Export an animation as a SWF file for import into Flash.,Exportovat animaci jako soubor SWF pro import do programu flash.,"Animaci exportujte jako soubor SWF, chcete-li ji importovat do aplikace Flash.",Exportujte animaci jako soubor SWF pro import do programu Flash.,0.0909090909090909,smt,1,1_smt,0.1046924814581871|0.18219466507434845|0.12747381627559662|0.24843275547027588|0.2016068994998932
29,"You can create an HDR image using multiple photographs, each captured at a different exposure.","Můžete vytvořit obraz HDR pomocí více fotografií, každá s jinou expozici.","Obraz HDR můžete vytvořit s použitím několika fotografií, z nichž každá byla pořízena s jinou expozicí.","Obraz HDR můžete vytvořit pomocí více fotografií, z nichž každá byla pořízena s jinou expozicí.",0.3529411764705882,smt,1,1_smt,0.16082081198692322|0.22685280442237854|0.1600513756275177|0.3039988577365875|0.25536444783210754
30,"The other images are then transformed (repositioned, stretched, or skewed, as necessary) so that overlapping content across layers is matched.","Ostatní obrazy jsou poté transformované (přemístí, natáhnout nebo natáčen podle potřeby), takže překrývající se obsah ve vrstvách je přiřazena.","Ostatní obrazy se pak transformují (změnou polohy, natažením nebo zkosením podle potřeby), aby vzájemně souhlasil překrývající se obsah ve vrstvách.","Ostatní obrazy jsou poté transformovány (přemístí se, natáhnou se nebo se natočí podle potřeby), takže překrývající se obsah ve vrstvách je přiřazen.",0.2592592592592592,smt,1,1_smt,0.30036360025405884|0.4176219701766968|0.31711339950561523|0.49540388584136963|0.42250552773475647
31,Filter effects are applied in the order you select them.,"Efekty filtru se aplikují v pořadí, v jakém jste je vybrat.","Efekty filtrů se aplikují v pořadí, ve kterém je vyberete.","Efekty filtru se aplikují v pořadí, v jakém jste je vybrali.",0.0769230769230769,smt,1,1_smt,0.09499339014291763|0.17251792550086975|0.15988951921463013|0.23876120150089264|0.2188333123922348
32,"Therefore, the pages are always shrunk to fit the available imaging area regardless of how the Auto-Rotate And Center option is set.","Proto stránky jsou vždy zmenšeny tak, aby odpovídala zobrazovací plochy, bez ohledu na to, jak Auto-Rotate centra a možnosti nastavení.","Proto se stránky vždy zmenší tak, aby se vešly do dostupné zobrazitelné plochy, bez ohledu na to, jak je nastavená volba Automaticky otáčet a vystředit.","Proto jsou stránky vždy zmenšeny tak, aby odpovídaly dostupné zobrazovací ploše bez ohledu na nastavení volby Automaticky otočit a vystředit.",0.5454545454545454,smt,1,1_smt,0.44328683614730835|0.5421141982078552|0.39775919914245605|0.5635905861854553|0.5135754346847534
33,Click an object style in the Control panel or the Object Styles panel to apply a style.,"Klepněte na styl objektu v ovládacím panelu nebo panelu objektové styly, chcete-li aplikovat styl.",Aplikujte styl klepnutím na objektový styl v ovládacím panelu nebo v panelu Objektové styly.,"Klepněte na styl objektu v ovládacím panelu nebo v panelu objektové styly, chcete-li aplikovat styl.",0.0588235294117647,smt,1,1_smt,0.06457541137933731|0.10418154299259186|0.0637797862291336|0.17907752096652985|0.15254279971122742
34,"The absolute path of an instance is always a full path from a level name, regardless of which timeline calls the action; for example, the absolute path to the instance california is _level0.westCoast.california .","Absolutní cesta instance je vždy úplnou cestou od názvu úrovně, bez ohledu na to, která časová osa akci vyvolá; například absolutní cesta k instanci kalifornie je _ level0.westCoast.california.","Absolutní cesta instance je vždy úplnou cestou od názvu úrovně bez ohledu na to, která časová osa akci vyvolá; například absolutní cesta k instanci california je _level0.westCoast.california .","Absolutní cesta instance je vždy úplnou cestou od názvu úrovně bez ohledu na to, která časová osa akci vyvolá; například absolutní cesta k instanci kalifornie je _ level0.westCoast.california .",0.032258064516129,smt,1,1_smt,0.03700954094529152|0.07639501243829727|0.06626397371292114|0.12923312187194824|0.10204971581697464
35,"When the FocusEvent.MOUSE_FOCUS_CHANGE event occurs, the fc() function displays the name of the component on which this event occurred.","Když FocusEvent. Mouse _ Focus _ Change dojde, fc () zobrazí název komponenty na tomto události.","Když se vyskytne událost FocusEvent.MOUSE_FOCUS_CHANGE, funkce fc() zobrazí název komponenty, na které se tato událost vyskytla.","Když dojde k události FocusEvent.MOUSE_FOCUS_CHANGE, funkce fc() zobrazí název komponenty, na které k této události došlo.",0.4,smt,1,1_smt,0.4037095308303833|0.5347665548324585|0.4867461323738098|0.5423542261123657|0.47735071182250977
36,Most components require you to write some ActionScript code of your own to trigger or control a component.,"Ve většině komponent vyžadují sepsat kód jazyka ActionScript, která spustí vlastní nebo ovládací prvek komponenty.","Většina komponent vyžaduje, abyste napsali kód jazyka ActionScript, který komponentu spouští nebo ovládá.","Většina komponent vyžaduje napsání vašeho vlastního kódu jazyka ActionScript, který spustí komponentu nebo ji bude ovládat.",0.6666666666666666,smt,1,1_smt,0.34334245324134827|0.49734625220298767|0.4313727915287018|0.5249772071838379|0.453505277633667
37,Create a new Video object and attach the previously created NetStream object using the Video class’s attachNetStream() method.,Vytvořte nový objekt videa a připojte dříve vytvořených objektu NetStream pomocí třídy video 's attachNetStream ().,Vytvořte nový objekt Video a přiložte dříve vytvořený objekt NetStream pomocí metody attachNetStream() třídy Video.,Vytvořte nový objekt videa a připojte dříve vytvořený objekt NetStream pomocí metody attachNetStream() dané třídy videa.,0.3684210526315789,smt,1,1_smt,0.15541072189807892|0.2786654531955719|0.2440817654132843|0.31708961725234985|0.24543443322181702
38,"After you create a pattern brush, you can delete the pattern tiles from the Swatches panel if you don’t plan to use them for additional artwork.","Když vytvoříte stopu se vzorkem, můžete odstranit dlaždice vzorku v panelu vzorník, pokud neplánujete je použít pro další kresby.","Až vytvoříte stopu štětce se vzorkem, můžete dlaždice vzorků z panelu Vzorník odstranit, pokud je nechcete použít pro další kresby.","Když vytvoříte stopu se vzorkem, můžete odstranit dlaždice vzorku v panelu vzorník, pokud neplánujete použít je pro další kresby.",0.0454545454545454,smt,1,1_smt,0.10255946218967438|0.18932728469371796|0.12377043813467026|0.23344498872756958|0.2013218104839325
39,Resampling adds pixels to or subtracts pixels from a resized bitmap to match the appearance of the original bitmap as closely as possible.,"Převzorkování přidá obrazové body, nebo zmenšovat obrazové body od bitmapy přizpůsobí tak, aby odpovídala vzhledu původní bitmapy co nejvíce.","Převzorkováním jsou do bitmapy přidány obrazové body nebo jsou ze zmenšené nebo zvětšené bitmapy odečteny obrazové body tak, aby co nejvíce odpovídaly vzhledu původní bitmapy.","Převzorkování přidá obrazové body do velikostně přizpůsobené bitmapy nebo je od ní odečte tak, aby to co nejvíce odpovídalo vzhledu původní bitmapy.",0.5,smt,1,1_smt,0.4025122821331024|0.5092718005180359|0.3819855749607086|0.5354244709014893|0.48391780257225037
40,Then choose Object > Arrange > Send To Current Layer.,Pak zvolte objekt & gt; uspořádat & gt; poslat aktuální vrstvu.,Pak zvolte Objekt > Uspořádat > Přemístit do platné vrstvy.,Pak zvolte objekt > uspořádat > poslat na aktuální vrstvu.,0.6363636363636364,smt,1,1_smt,0.4687176048755646|0.5709322690963745|0.5828928351402283|0.6111977100372314|0.5346181988716125
41,You can view the DTD file in InCopy and validate stories against it to ensure that tags have been applied correctly.,"Můžete zobrazit soubor DTD v InCopy a ověřit články na tagy, abyste zajistili, že byly aplikovány správně.","Soubor DTD si můžete v InCopy zobrazit a můžete ověřit, zda tagy byly na články aplikovány správně.","Soubor DTD můžete zobrazit v InCopy a ověřit, zda byly tagy na články aplikovány správně.",0.5294117647058824,smt,1,1_smt,0.13164669275283813|0.25099506974220276|0.30191290378570557|0.2512681782245636|0.22979184985160828
42,"Merge Down does not affect slices, hotspots, or buttons.","Sloučit dolů neovlivňuje řezy, aktivní oblasti nebo tlačítka.","Sloučit dolů neovlivňuje řezy, aktivní oblasti nebo tlačítka.","Volba Sloučit dolů neovlivňuje řezy, aktivní oblasti ani tlačítka.",0.1818181818181818,smt,1,1_smt,0.06749376654624939|0.12849129736423492|0.05661865323781967|0.22175590693950653|0.17438413202762604
43,You can combine two or more slices into a single slice.,Můžete kombinovat dva nebo více řezů do jediného řezu.,Můžete zkombinovat dva nebo více řezů do jednoho.,Můžete kombinovat dva nebo více řezů do jediného řezu.,0.0,smt,1,1_smt,0.016415053978562355|0.04554831236600876|0.03710973635315895|0.11002938449382782|0.09629475325345993
44,"To apply or modify 3D effects for an existing 3D object, select the object and then double-click the effect in the Appearance panel.","Chcete-li aplikovat nebo upravit 3 d efekty pro existující 3 d objektu, vyberte objekt, a pak double-click efekt v panelu vzhled.","Chcete-li aplikovat nebo změnit 3D efekty pro existující 3D objekt, vyberte tento objekt, a pak poklepejte na efekt v panelu Vzhled.","Chcete-li aplikovat nebo upravit efekty 3D pro existující objekt 3D, vyberte tento objekt a pak poklepejte na efekt v panelu Vzhled.",0.4347826086956521,smt,1,1_smt,0.18876765668392181|0.29230859875679016|0.2803628742694855|0.325893372297287|0.27228614687919617
45,"When you paste a library item onto the Stage, the item is centered.","Když vložíte položku knihovny do vymezené plochy, položka se vystředí.","Když položku knihovny vložíte na vymezenou plochu, položka se vystředí.","Když vložíte položku knihovny na Vymezenou plochu, položka se vystředí.",0.25,smt,1,1_smt,0.02913961187005043|0.07819680869579315|0.12451531738042831|0.16574738919734955|0.1302541196346283
46,"This ensures compatibility with Acrobat 4.0 and earlier, which doesn’t support transparency.","Tím se zajistí kompatibilita s aplikací Acrobat 4.0 nebo starší, který nepodporuje průhlednost.","To zajistí kompatibilitu s Acrobatem 4.0 a staršími, které průhlednost nepodporují.","Tím se zajistí kompatibilita s aplikací Acrobat 4.0 či staršími, které nepodporují průhlednost.",0.2666666666666666,smt,1,1_smt,0.0725516751408577|0.17901520431041718|0.15596717596054077|0.23093852400779724|0.18772214651107788
47,"To toggle a property curve between expanded and collapsed views, click the property name.","Chcete-li přepnout křivku vlastnosti mezi rozšíření a sbalené pohledy, klepněte na název vlastnosti.","Chcete-li přepnout křivku vlastnosti mezi rozšířeným a sbaleným zobrazením, klepněte na tento název vlastnosti.","Chcete-li přepnout křivku vlastnosti mezi rozbaleným a sbaleným zobrazením, klepněte na název vlastnosti.",0.2,smt,1,1_smt,0.02085292339324951|0.08352471143007278|0.16860109567642212|0.13335902988910675|0.10877174884080887
48,"Scan link attributes and click to view details such as scale, rotation, and resolution.","Chcete-li prohledat vazbu atributů a klepněte na tlačítko zobrazit podrobnosti, například měřítko, otočení a rozlišení.","Lze sledovat atributy vazby a klepnutím zobrazit podrobnosti, např. měřítko, otočení a rozlišení.","Projděte atributy odkazů a klepněte na tlačítko zobrazit podrobnosti, například měřítko, otočení a rozlišení.",0.2352941176470588,smt,1,1_smt,0.1980724334716797|0.32170388102531433|0.1835145354270935|0.36796441674232483|0.3231656849384308
49,"Unlike most color swatches, which knock out by default, the black swatch overprints by default, including all black strokes, fills, and text characters.","Na rozdíl od většiny vzorník barev, které vyseknou ve výchozím nastavení černé barvy přetisky ve výchozím nastavení, včetně všech černých tahů, výplní a textových znaků.","Na rozdíl od většiny vzorků barev, které se standardně vysekávají, vzorek černé se standardně přetiskuje, včetně všech černých tahů, výplní a znaků textu.","Narozdíl od většiny vzorníků barev, které jsou ve výchozím nastavení odstraněny, černý vzorník ve výchozím nastavení přetiskne, včetně všech černých tahů, výplní a textových znaků.",0.3,smt,1,1_smt,0.3857055604457855|0.5249902009963989|0.2965720593929291|0.5313883423805237|0.5088194608688354
50,"Name the file MyCellRenderer.as, put it in the same directory as the FLA file, and click the OK button.","Zadejte název souboru MyCellRenderer. as, umístit ho do stejného adresáře jako soubor Fla, a klepněte na tlačítko ok.","Pojmenujte soubor jako MyCellRenderer.as, umístěte jej do stejného adresáře jako soubor FLA a klepněte na tlačítko OK.","Pojmenujte soubor MyCellRenderer.as, vložte jej do stejného adresáře jako soubor FLA a klepněte na tlačítko OK.",0.4444444444444444,smt,1,1_smt,0.1267838180065155|0.2463507354259491|0.17514227330684662|0.26261427998542786|0.2278103530406952
51,Creating and editing PDFs from 3D models requires Acrobat Pro Extended.,Vytváření a úpravy souborů PDF z 3 d modelů vyžaduje Acrobat pro Extended.,Vytvoření a úprava souborů PDF z 3D modelů vyžaduje aplikaci Acrobat Pro Extended.,Vytváření a úpravy souborů PDF z 3D modelů vyžaduje aplikaci Acrobat Pro Extended.,0.2142857142857142,smt,1,1_smt,0.18921485543251038|0.3335784375667572|0.2934410274028778|0.39831212162971497|0.3190942406654358
52,Another way to perform an action repeatedly over time is to use the Timer class.,"Jiný způsob, jak provádět akci opakovaně je použití třídy timer.",Dalším způsobem provedení opakované akce je použití třídy Timer.,"Dalším způsobem, jak provádět určitou akci opakovaně, je použít třídu Časovač.",0.5,smt,1,1_smt,0.17356765270233154|0.3149741291999817|0.16897708177566528|0.3611798882484436|0.3168942332267761
53,Hold down Alt (Windows) or Option (Mac OS) as you choose Type > Create Outlines.,Podržte stisknutou klávesu alt (Windows) nebo Option (Mac os) a zvolte text & gt; vytvořit obrysy.,Podržte klávesu Alt (Windows) nebo Option (Mac OS) a zvolte Text > Vytvořit obrysy.,Podržte stisknutou klávesu Alt (Windows) nebo Option (Mac) a zvolte nabídku Text &gt; Vytvořit obrysy.,0.0909090909090909,smt,1,1_smt,0.09656385332345963|0.19825999438762665|0.1152581125497818|0.21955221891403198|0.17965257167816162
54,What’s the best way to create a PDF?,"'S co nejlepší způsob, jak vytvořit PDF?","Jaký je nejlepší způsob, jak vytvořit PDF?","Jaký je nejlepší způsob, jak vytvořit PDF?",0.3333333333333333,smt,1,1_smt,0.28976529836654663|0.3972955346107483|0.4095923900604248|0.44809025526046753|0.3715808093547821
55,Deselect all elements in the document.,Zrušte výběr všech prvků v dokumentu.,Odznačte všechny prvky v dokumentu.,Zrušte výběr všech prvků v dokumentu.,0.0,smt,1,1_smt,0.028125710785388947|0.09311755001544952|0.10378003865480423|0.1487741619348526|0.10443099588155746
56,Drag its title bar.,Přetáhněte jeho titulní pruh.,Přetáhněte jeho záhlaví.,Přetáhněte jeho záhlaví.,0.5,smt,1,1_smt,0.1375052034854889|0.2448032945394516|0.35641083121299744|0.31524255871772766|0.27067944407463074
57,"Before you copy HTML code, be sure that you've selected the appropriate HTML style and chosen Include HTML Comments from the General tab of the HTML Setup dialog box.","Před tím, než můžete zkopírovat kód HTML, ujistěte se, že jste vybrali odpovídající styl HTML a zvolili včetně komentářů HTML v záložce všeobecné v dialogovém okně nastavení HTML.","Předtím, než kód HTML zkopírujete, se ujistěte, že jste vybrali odpovídající styl HTML a zvolili možnost Včetně komentářů HTML na záložce Obecné v dialogovém okně Nastavení HTML.","Před zkopírováním kódu HTML se ujistěte, že jste vybrali odpovídající styl HTML a na záložce Obecné v dialogovém okně Nastavení HTML jste zvolili možnost Včetně komentářů HTML.",0.6551724137931034,smt,1,1_smt,0.05974829941987991|0.12556204199790955|0.1519661396741867|0.16154807806015015|0.1488720178604126
