index,src,mt,ref,pe,human_score,system,doc_id,sys_doc_id,dp_runs_scores
29,You can embed PDF conversion and preflight settings in a JDF package.,Sie können PDF-Konvertierungs- und Preflight-Einstellungen in ein JDF-Paket einbetten.,Sie können PDF-Konvertierungs- und Preflight-Einstellungen in ein JDF-Paket einbetten.,Sie können PDF-Konvertierungs- und Preflight-Einstellungen in ein JDF-Paket einbetten.,0.0,nmt,1,1_nmt,-0.03673545643687248|-0.004386512562632561|0.01247184444218874|0.027188336476683617|0.047533825039863586
30,You cannot adjust any of the options in the following steps.,In den folgenden Schritten können Sie keine der Optionen einstellen.,Die Optionen in den folgenden Schritten können nicht geändert werden.,In den folgenden Schritten können Sie keine der Optionen einstellen.,0.0,nmt,1,1_nmt,-0.026635322719812393|-0.018754130229353905|0.012938059866428375|0.010753761976957321|0.03170549497008324
31,"This option determines how InDesign handles colors that do not have a color profile associated with them (for example, imported images without embedded profiles).","Mit dieser Option wird festgelegt, wie Farben, denen kein Farbprofil zugewiesen ist, in InDesign gehandhabt werden (z. B. importierte Bilder ohne eingebettete Profile).","Diese Option bestimmt, wie InDesign Farben handhabt, denen kein Farbprofil zugewiesen wurde (z. B. importierte Bilder ohne eingebettete Profile).","Mit dieser Option wird festgelegt, wie Farben, denen kein Farbprofil zugewiesen ist, in InDesign gehandhabt werden (z. B. importierte Bilder ohne eingebettete Profile).",0.0,nmt,1,1_nmt,-0.02617909200489521|-0.0011018328368663788|0.030354805290699005|0.026467667892575264|0.04272330552339554
32,"Similarly, 3cm * 50% equals 3 centimeters multiplied by 50%, or 1.50 cm, and 50pt + 25% equals 50 points plus 25% of 50 points, or 62.5 points.","Ähnlich entspricht 3cm * 50% 3 cm mit einer Breite von 50% und 50% und 50 Pt + 25% entspricht 50 Punkt plus 25% von 50 Punkt oder 62,5 Punkt.","Analog entspricht 3 cm * 50% der Rechnung 3 Zentimeter multipliziert mit 50 Prozent, also 1,50 cm, und 50 pt + 25% entspricht 50 Punkt plus 25 Prozent, also 62,5 Punkt.","Dementsprechend entspricht 3 cm * 50 % 3 cm multipliziert mit einer Breite von 50 % oder 1,50 cm und 50 Pt + 25 % entspricht 50 Punkt plus 25 % von 50 Punkt oder 62,5 Punkt.",0.1842105263157894,nmt,1,1_nmt,0.20045675337314606|0.3136799931526184|0.1750699281692505|0.3422849774360657|0.25587332248687744
33,Enter the name of the Snapshot in the Name text box.,"Geben Sie im Textfeld ""Name"" den Namen des Schnappschusses ein.","Geben Sie den Namen des Schnappschusses im Textfeld ""Name"" ein.","Geben Sie im Textfeld ""Name"" den Namen des Schnappschusses ein.",0.0,nmt,1,1_nmt,-0.06910261511802673|-0.0699964091181755|0.009458919055759907|-0.03410804644227028|0.002157391980290413
34,"To create the most rounded corners while dragging with the Rounded Rectangle tool, press the Right Arrow key.","Wenn Sie beim Ziehen mit dem Abgerundetes-Rechteck-Werkzeug die Ecken mit abgerundeten Ecken erstellen möchten, drücken Sie die Nach-rechts-.","Sollen beim Ziehen mit dem Abgerundetes-Rechteck-Werkzeug Ecken mit dem größtmöglichen Radius (runde Ecken) erstellt werden, drücken Sie die Nach-rechts-Taste.","Wenn Sie beim Ziehen mit dem Abgerundetes-Rechteck-Werkzeug die Ecken mit abgerundeten Ecken erstellen möchten, drücken Sie die Nach-rechts-Taste.",0.05,nmt,1,1_nmt,0.11200854927301407|0.23449555039405823|0.19459104537963867|0.26452192664146423|0.2037968933582306
35,Select the Brush or Pencil tool from the Bitmap section of the Tools panel.,"Wählen Sie im Bedienfeld ""Werkzeuge"" im Bereich ""Bitmap"" den Pinsel oder den Buntstift aus.","Wählen Sie im Bereich ""Bitmap"" des Bedienfelds ""Werkzeuge"" den Pinsel oder den Bleistift aus.","Wählen Sie im Bedienfeld ""Werkzeuge"" im Bereich ""Bitmap"" den Pinsel oder den Buntstift aus.",0.0,nmt,1,1_nmt,-0.04122766852378845|-0.022487586364150047|0.01342836208641529|0.011487284675240517|0.02934533730149269
36,Some websites have hundreds or even thousands of pages.,Einige Websites haben zu Hunderten oder sogar Tausende von Seiten.,Manche Websites bestehen aus Hunderten oder gar Tausenden von Seiten.,Einige Websites haben Hunderten oder sogar Tausende von Seiten.,0.1,nmt,1,1_nmt,-0.0024728309363126755|0.028344932943582535|0.10204421728849411|0.054579414427280426|0.05599413812160492
37,"When you're painting with a color other than black or white, successive strokes with a painting tool produce progressively darker colors.","Wenn Sie mit einer anderen Farbe als Schwarz oder Weiß malen, werden durch aufeinander folgende Konturen mit einem Malwerkzeug schrittweise dunklere Farben erzeugt.","Malen Sie mit einer anderen Farbe als Weiß oder Schwarz, werden mit einem Malwerkzeug erstellte aufeinander folgende Striche immer dunkler.","Wenn Sie mit einer anderen Farbe als Schwarz oder Weiß malen, werden durch aufeinander folgende Konturen mit einem Malwerkzeug schrittweise dunklere Farben erzeugt.",0.0,nmt,1,1_nmt,-0.0009060821030288935|0.04297899454832077|0.05728961154818535|0.0772334411740303|0.0735655277967453
38,"For example, you can hide a layer containing a copyright notice whenever a document is displayed on screen, while ensuring that the layer always prints.","Sie können beispielsweise eine Ebene ausblenden, die einen Copyright-Hinweis enthält, wenn ein Dokument auf dem Bildschirm angezeigt wird. Dabei wird sichergestellt, dass die Ebene stets gedruckt wird.",Sie können beispielsweise eine Ebene mit einem Urheberrechtshinweis beim Anzeigen des Dokuments auf dem Bildschirm einfach ausblenden. Das Drucken der Ebene ist jedoch immer möglich.,"Sie können beispielsweise eine Ebene ausblenden, die einen Copyright-Hinweis enthält, wenn ein Dokument auf dem Bildschirm angezeigt wird. Dabei wird sichergestellt, dass die Ebene stets gedruckt wird.",0.0,nmt,1,1_nmt,0.009696513414382935|0.07624487578868866|0.12185277044773102|0.08441682904958725|0.08026731014251709
39,Type percentages from 1 to 1000 in the Width and Height boxes.,"Geben Sie in den Feldern ""Breite"" und ""Höhe"" Prozentwerte zwischen 1 und 1000 ein.","Geben Sie Prozentzahlen zwischen 1 und 1000 in die Felder ""Breite"" und ""Höhe"" ein.","Geben Sie in den Feldern ""Breite"" und ""Höhe"" Prozentwerte zwischen 1 und 1000 ein.",0.0,nmt,1,1_nmt,-0.027504123747348785|-0.021753868088126183|0.015021435916423798|0.006126945372670889|0.02373901940882206
40,"Also, virtually all desktop scanners can produce TIFF images.",Zudem können fast alle Desktopscanner TIFF-Bilder erzeugen.,So gut wie alle Desktop-Scanner können TIFF-Bilder erstellen.,Zudem können fast alle Desktopscanner TIFF-Bilder erzeugen.,0.0,nmt,1,1_nmt,-0.005467686802148819|0.02902683988213539|0.021861672401428223|0.0687139481306076|0.05587473511695862
41,"If you click Yes to maintain the multiple-page spreads, brackets surround the numbers on those spreads in the Pages panel, indicating that those spreads are not allowed to shuffle.","Wenn Sie auf ""Ja"" klicken, um die mehrseitigen Druckbögen zu erhalten, werden die Zahlen auf diesen Druckbögen im Bedienfeld ""Seiten"" eingeschlossen. Dadurch wird angegeben, dass diese Druckbögen nicht zulässig sind.","Wenn Sie auf ""Ja"" klicken, um die mehrseitigen Druckbögen beizubehalten, werden im Seitenbedienfeld Klammern um diese Druckbögen herum angezeigt. Die Klammern weisen darauf hin, dass bei diesen Druckbögen keine neue Anordnung zulässig ist.","Wenn Sie auf ""Ja"" klicken, um die mehrseitigen Druckbögen zu erhalten, werden die Zahlen auf diesen Druckbögen im Bedienfeld ""Seiten"" eingeschlossen. Dadurch wird angegeben, dass diese Druckbögen nicht zulässig sind.",0.0,nmt,1,1_nmt,0.010752467438578606|0.051431477069854736|0.08152086287736893|0.0741555318236351|0.07318688929080963
42,Repeat steps 2 through 4 to set Fireworks as the primary editor for other web image file types.,"Wiederholen Sie die Schritte 2 bis 4, um Fireworks als primärer Editor für andere Webbilddateitypen festzulegen.","Wiederholen Sie die Schritte 2 bis 4, um Fireworks auch als primären Editor für andere Dateitypen von Webbildern zu definieren.","Wiederholen Sie die Schritte 2 bis 4, um Fireworks als primären Editor für andere Webbilddateitypen festzulegen.",0.0555555555555555,nmt,1,1_nmt,-0.002296566031873226|0.03608300909399986|0.027238423004746437|0.05893866717815399|0.06516852974891663
43,A weight of 2 counts twice as much as a weight of 1 and half as much as a weight of 4.,Ein Gewicht von 2 wird doppelt so wie eine Stärke von 1 und einer Hälfte von 4 als Stärke von 4 durchgeführt.,Bei einer Lerninteraktion mit der Gewichtung 2 wird die Punktzahl doppelt so hoch gewertet wie bei einer Interaktion mit der Gewichtung 1 und halb so hoch wie bei einer Interaktion mit der Gewichtung 4.,Ein Gewicht von 2 zählt doppelt so viel wie ein Gewicht von 1 und halb so viel wie ein Gewicht von 4.,0.4782608695652174,nmt,1,1_nmt,0.49711883068084717|0.5556399822235107|0.35948702692985535|0.5853263139724731|0.5209376215934753
44,"Select a location to save it to, click Save, and click OK.","Wählen Sie einen Speicherort für die Datei aus, klicken Sie auf ""Speichern"" und dann auf ""OK.""","Wählen Sie einen Speicherort aus, klicken Sie auf ""Speichern"" und dann auf ""OK.""","Wählen Sie einen Speicherort für die Datei aus, klicken Sie auf ""Speichern"" und dann auf ""OK"".",0.0,nmt,1,1_nmt,-0.04936014860868454|-0.05244184285402298|0.012533973902463913|-0.015883583575487137|0.0065289391204714775
45,Specifies whether the distance measurement caption is Inside or on Top of the measurement line.,"Legt fest, ob die Messlinie innerhalb oder über der Messlinie liegt.","Gibt an, ob die Beschriftung für die Abstandsmessung innerhalb oder über der Messlinie angezeigt wird.","Legt fest, ob die Beschriftung der Entfernungsmessung innerhalb oder über der Messlinie liegt.",0.2,nmt,1,1_nmt,0.06770128756761551|0.16175878047943115|0.1366228610277176|0.19906194508075714|0.1463475078344345
46,Select the color for the highlighted text to which you are adding a comment.,"Wählen Sie die Farbe für den markierten Text aus, dem Sie einen Kommentar hinzufügen möchten.","Farbe für den hervorgehobenen Text auswählen, dem Sie einen Kommentar hinzufügen.","Wählen Sie die Farbe für den markierten Text aus, dem Sie einen Kommentar hinzufügen.",0.0625,nmt,1,1_nmt,-0.013719085603952408|0.006673047319054604|0.03462948277592659|0.021465709432959557|0.04239261895418167
47,This option determines whether facing-page spreads are preserved when text is reflowed in the middle of a document.,"Mit dieser Option legen Sie fest, ob Druckbögen erhalten bleiben, wenn Text in der Mitte eines Dokuments neu eingefügt wird.","Mit dieser Option wird festgelegt, ob doppelseitige Druckbögen beibehalten werden, wenn sich der Textfluss mitten im Dokument ändert.","Mit dieser Option legen Sie fest, ob Druckbögen erhalten bleiben, wenn Text in der Mitte eines Dokuments neu eingefügt wird.",0.0,nmt,1,1_nmt,0.0025070556439459324|0.06217271834611893|0.07285138219594955|0.09539113193750381|0.0853353813290596
48,Select the transformed object.,Wählen Sie das transformierte Objekt aus.,Wählen Sie das transformierte Objekt aus.,Wählen Sie das transformierte Objekt aus.,0.0,nmt,1,1_nmt,-0.06959912925958633|-0.07561115175485611|0.00858901347965002|-0.03889496624469757|-0.0036845915019512177
49,"For example, when Whole Word is deselected, a search for place will yield the words replace, placement, and so on.","Wenn beispielsweise ""gesamte Wort"" deaktiviert ist, wird durch eine Suche nach der Position die Wörter ""Ersetzen,"" ""Platzierung"" usw. gefunden.","Wenn ""Ganzes Wort"" deaktiviert ist, wird beispielsweise bei der Suche nach klein auch verkleinern, verkleinerung usw. gefunden.","Wenn beispielsweise ""Ganzes Wort"" deaktiviert ist, werden durch eine Suche nach der Position die Wörter ""Ersetzen"", ""Platzierung"" usw. gefunden.",0.0714285714285714,nmt,1,1_nmt,0.1296120584011078|0.23422546684741974|0.12490955740213394|0.2696419656276703|0.19114908576011658
50,"In the Preflight window, choose Browse Internal PDF Structure from the Options menu.","Wählen Sie im Fenster ""Preflight"" im Menü ""Optionen"" den Befehl ""Interne PDF-Struktur darstellen.""","Wählen Sie im Fenster ""Preflight"" im Menü ""Optionen"" den Eintrag ""Interne PDF-Struktur darstellen.""","Wählen Sie im Fenster ""Preflight"" im Menü ""Optionen"" den Befehl ""Interne PDF-Struktur darstellen"".",0.0,nmt,1,1_nmt,-0.04599510133266449|-0.034519948065280914|0.014727609232068062|-0.0043362840078771114|0.015384089201688766
51,"To display import options, make sure that Show Import Options is selected in the Place dialog box.","Wenn die Importoptionen angezeigt werden sollen, vergewissern Sie sich, dass im Dialogfeld ""Platzieren"" die Option ""Importoptionen anzeigen"" aktiviert ist.","Damit die Importoptionen angezeigt werden, muss im Dialogfeld ""Platzieren"" die Option ""Importoptionen anzeigen"" aktiviert sein.","Wenn die Importoptionen angezeigt werden sollen, vergewissern Sie sich, dass im Dialogfeld ""Platzieren"" die Option ""Importoptionen anzeigen"" aktiviert ist.",0.0,nmt,1,1_nmt,-0.009248841553926468|0.03801477700471878|0.0206728707998991|0.05210062861442566|0.07364276796579361
