index,src,mt,ref,pe,human_score,system,doc_id,sys_doc_id,dp_runs_scores
10,Wie wird Firazyr angewendet?,How is Firazyr used?,How is Firazyr used?,How is Firazyr used?,0.0,smt,1,1_smt,-0.07555263489484787|-0.07998421788215637|0.008234567940235138|-0.05535425618290901|-0.014196610078215599
11,Der Anteil der betroffenen Patienten nimmt mit weiteren Infusionen ab.,The proportion of affected patients decreases with subsequent infusions.,The proportion of affected patients decreases with subsequent infusions.,The proportion of affected patients decreases with subsequent infusions.,0.0,smt,1,1_smt,-0.04187428206205368|-0.048153094947338104|0.009633907116949558|-0.009980615228414536|0.014979099854826927
12,"Wie EVRA aussieht und Inhalt der Packung EVRA ist ein dünnes, beiges, transdermales Pflaster aus Kunststoff.",What EVRA looks like and contents of the pack EVRA is a fucose unit transdermal patch.,"What EVRA looks like and contents of the pack EVRA is a thin, beige, plastic transdermal patch.",What EVRA looks like and contents of the pack: EVRA is a fucose unit transdermal patch.,0.0555555555555555,smt,1,1_smt,0.08329629898071289|0.12774401903152466|0.08013885468244553|0.18348079919815063|0.1433018147945404
13,Welches Risiko ist mit Ziagen verbunden?,What is the risk associated with Ziagen?,What is the risk associated with Ziagen?,What is the risk associated with Ziagen?,0.0,smt,1,1_smt,-0.06595216691493988|-0.06669887155294418|0.009197264909744263|-0.04209870845079422|-0.003368014469742775
14,- Kinder: Pharmakokinetische Daten bei Kindern liegen nicht vor.,- Children: No pharmacokinetic data in children have not been established.,Pharmacokinetic data in the paediatric population are not available. − Gender:,- Children: Pharmacokinetic data in children has not been established.,0.1666666666666666,smt,1,1_smt,0.09778594970703125|0.1534188687801361|0.11073556542396545|0.20670625567436218|0.1499764621257782
15,"In drei vergleichenden, kontrollierten Studien war die Immunantwort, die mit der flüssigen und der lyophilisierten Formulierung von Rotarix erreicht wurde, vergleichbar.","Three comparative, controlled studies of the immune response was achieved with the lyophilised formulation of Rotarix was comparable.","In three comparative controlled trials, the immune response elicited by Rotarix liquid formulation was comparable to the one elicited by Rotarix lyophilized formulation.","In three comparative, controlled studies the immune response with the lyophilised formulation of Rotarix was comparable.",0.2222222222222222,smt,1,1_smt,0.3596397936344147|0.4500693380832672|0.29975229501724243|0.5046729445457458|0.4351729154586792
16,Die Maximaldosis von 30 mg sollte jedoch bei Patienten mit schwerer Leberinsuffizienz mit Vorsicht angewendet werden (siehe Abschnitt 5.2).,The maximum dose of 30 mg should be used with caution in patients with severe hepatic insufficiency (see section 5.2).,13 maximum daily dose of 30 mg should be used with caution in patients with severe hepatic impairment (see section 5.2).,"The maximum dose of 30 mg should, however, be used with caution in patients with severe hepatic insufficiency (see section 5.2).",0.1153846153846153,smt,1,1_smt,-0.04073629900813103|-0.042368195950984955|0.01159702893346548|-0.01882823370397091|0.013978864066302776
17,Sie haben Iscover zur Verhinderung von Blutgerinnseln und zur Verringerung des Risikos für das Auftreten dieser schweren Ereignisse aus folgenden Gründen verschrieben bekommen:,You have been prescribed Iscover to prevent blood clots and reduce the risk of these severe events because:,You have been prescribed Iscover to help prevent blood clots and reduce the risk of these severe events because:,You have been prescribed Iscover to help prevent blood clots and reduce the risk of these severe events because:,0.05,smt,1,1_smt,-0.03547760099172592|-0.03637204319238663|0.015078241005539894|-0.003327153157442808|0.02527710795402527
18,Was ist Spondylitis ankylosans (Morbus Bechterew)?,What is ankylosing spondylitis (ankylosing spondylitis)?,What is ankylosing spondylitis?,What is ankylosans spondylitis (ankylosing spondylitis)?,0.1111111111111111,smt,1,1_smt,0.0253929290920496|0.06390950083732605|0.21894396841526031|0.1138017550110817|0.0833403617143631
19,Wie wird Norvir angewendet?,How is Norvir used?,How is Norvir used?,How is Norvir used?,0.0,smt,1,1_smt,-0.06473446637392044|-0.06989368051290512|0.008214369416236877|-0.04768318682909012|-0.012419329956173897
20,Sexuell übertragbare Krankheiten EVRA schützt Sie nicht vor einer HIV-Infektion (AIDS) oder einer anderen sexuell übertragbaren Krankheit.,Sexuell transmissible diseases EVRA protects you are not infected with HIV (AIDS) or any other Si-rich zeolites having.,Sexually transmitted disease EVRA will not protect you against HIV infection (AIDS) or any other sexually transmitted disease.,Sexually transmissible diseases: EVRA does not protect you from infected with HIV (AIDS) or any other sexually transmissible diseases.,0.4347826086956521,smt,1,1_smt,0.19801613688468933|0.32242217659950256|0.31798896193504333|0.3515600264072418|0.31961601972579956
21,Es wird keine Dosisanpassung auf Grund des Geschlechts empfohlen.,It is recommended that no dose adjustment of gender.,No dose adjustment is recommended based on gender.,No dose adjustment ris recommended based on gender.,0.5555555555555556,smt,1,1_smt,0.10454931855201721|0.16817963123321533|0.2539184093475342|0.26286882162094116|0.19485612213611603
22,"Ziehen Sie das erforderliche Volumen Metalyse-Lösung in die Spritze auf, entsprechend dem Körpergewicht des Patienten.",Withdraw the necessary volume Metalyse-Lösung into the syringe body weight of the patient.,"Transfer the appropriate volume of reconstituted solution of Metalyse into the syringe, based on the patient’ s weight.",Withdraw the necessary volume metalyse solution into the syringe according to the body weight of the patient.,0.2777777777777778,smt,1,1_smt,0.3834657073020935|0.45272397994995117|0.1853959560394287|0.5314451456069946|0.4523754417896271
23,Daher ist der Vorteil des Stillens gegen die potentiellen Risiken für das Kind abzuwägen.,"Therefore, the advantage of breast-feeding should be weighed against the potential benefit justifies the potential risk to the child.","Therefore, the advantage of breast- feeding should be weighed against the potential risks for the child.","Therefore, the advantage of breast-feeding justifies the potential risk to the child.",0.5,smt,1,1_smt,0.059837281703948975|0.09257813543081284|0.1688520461320877|0.17510415613651276|0.14333385229110718
24,Die mittlere CL/F war bei Patienten mit einem Gewicht > 100 kg um ungefähr 55% höher als bei Patienten mit einem Gewicht ≤ 100 kg.,The mean CL / F was in patients with body weight 100 kg by approximately 55% higher than in patients with weight ≤ 100 kg.,The median CL/ F in patients with weight > 100 kg was approximately 55% higher compared to patients with weight ≤ 100 kg.,The mean CL/F in patients with body weight of more than 100 kg was approximately 55% higher than in patients weighing less that 100 kg.,0.2758620689655172,smt,1,1_smt,-0.018174882978200912|-0.01843501441180706|0.02121843583881855|0.012018704786896706|0.03432443365454674
25,9 von 11 Patienten wurden erfolgreich mit 800 mg/Tag Posaconazol in geteilten Dosen über einen medianen Zeitraum von 268 Tagen und bis zu 377 Tage behandelt.,9 of 11 patients were successfully treated with posaconazole 800 mg / day in divided doses for a median of 268 days and up to 377 days.,9 of 11 patients were successfully treated with posaconazole 800 mg/ day in divided doses for a median of 268 days and up to 377 days.,9 of 11 patients were successfully treated with posaconazole 800 mg / day in divided doses for a median of 268 days and up to 377 days.,0.0,smt,1,1_smt,-0.023099718615412712|-0.025454359129071236|0.012727675028145313|0.007336571346968412|0.026511186733841896
26,"Innerhalb kontrollierter Phasen von klinischen Studien wurden bei Patienten unter TNF-Antagonisten im Vergleich zu Kontrollpatienten mehr Fälle von malignen Erkrankungen, einschließlich Lymphome beobachtet.","In the controlled portions of clinical trials have been observed among patients receiving a TNF-antagonist compared with control patients, more cases of malignancies, including lymphoma.","In the controlled portions of clinical trials of TNF-antagonists, more cases of malignancies including lymphoma have been observed among patients receiving a TNF-antagonist compared with control patients.","In the controlled portions of clinical trials of TNF-antagonists, more cases of malignancies including lymphoma have been observed among patients receiving a TNF-antagonist compared with control patients.",0.2068965517241379,smt,1,1_smt,0.039184555411338806|0.05392695218324661|0.1693299114704132|0.10092417895793915|0.09364243596792221
27,"5 Im Falle einer Überdosierung, ist eine entsprechende Überwachung bzw. Unterstützung von Atmung und Herz-Kreislauf-System erforderlich.","5 In the event of overdose, appropriate monitoring and support of breathing and cardiovascular system is required.","Should overdosage occur, the respiratory and cardiovascular systems should be supported appropriately.","5 In the event of overdose, appropriate monitoring and support of breathing and cardiovascular system is required.",0.0,smt,1,1_smt,0.0743747279047966|0.10346535593271255|0.0556204617023468|0.17211349308490753|0.14094765484333038
28,"Zuckerarten leiden, fragen Sie ihn, bevor Sie dieses Arzneimittel einnehmen.",Women of child-bearing age must go before taking this medicinal product.,Read all of this leaflet carefully before you start taking this medicine. − Keep this leaflet.,"ask them, before taking this medicinal product.",0.6666666666666666,smt,1,1_smt,0.3127029836177826|0.4009946584701538|0.44402235746383667|0.46123847365379333|0.363174170255661
29,"Wenn Sie den Eindruck haben, dass die Wirkung von Zyrtec zu schwach oder zu stark ist, wenden Sie sich bitte an Ihren Arzt.","If you have the impression that the effect of Zyrtec is too weak or too strong, please ask your doctor.","If you feel that the effect of Zyrtec is too weak or too strong, please consult your doctor.","If you have the impression that the effect of Zyrtec is too weak or too strong, please ask your doctor.",0.0,smt,1,1_smt,-0.021288268268108368|-0.03135371953248978|0.012293124571442604|-0.0001716730184853077|0.02911520004272461
30,Bei anhaltend niedrigen Werten evtl. Dosisreduktion auf 400 mg einmal täglich erforderlich.,In case of low and high dose reduction to 400 mg once daily.,"If blood counts remain low, a dose reduction to 400 mg once daily may be required.","In case of sustained low levels, a dose reduction to 400 mg once daily may be necessary.",0.3684210526315789,smt,1,1_smt,0.0744016021490097|0.0972195640206337|0.25376442074775696|0.1699410378932953|0.12799175083637238
31,Amitraz ist ein Formamidinderivat und wirkt akarizid.,Amitraz Formamidinderivat and works flash-melt.,Amitraz is a formamidine acaricide.,Amitraz Formamidinderivat and effects acaricide.,0.3333333333333333,smt,1,1_smt,0.41433197259902954|0.5303487777709961|0.49794283509254456|0.5501462817192078|0.4855095446109772
32,"Patienten, bei denen während der Behandlung mit Somatropin ein Hinken einsetzt, sollten klinisch untersucht werden.","patients in whom during treatment with somatropin is a limp, should be examined clinically.","Patients limping during treatment with somatropin, should be examined clinically.",Patients who had a limp during treatment with somatropin should be examined clinically.,0.3571428571428571,smt,1,1_smt,0.05662641301751137|0.08027365058660507|0.16834262013435364|0.1536901891231537|0.11637098342180252
33,Es wird intrazellulär zum aktiven Metaboliten Lamivudin- 5'-Triphosphat metabolisiert.,"It is metabolised intracellularly to the active metabolite of lamivudine 5, lamivudine 5 '-triphosphate.","It is metabolised intracellularly to the active moiety, lamivudine 5’ - triphosphate.",It is metabolised intracellularly into the active metabolite of lamivudine 5' triphosphate.,0.3571428571428571,smt,1,1_smt,0.07385847717523575|0.11710479855537415|0.117474265396595|0.16574794054031372|0.1179276779294014
34,"Wenn Sie die Einnahme von ABILIFY vergessen haben Wenn Sie eine Dosis vergessen haben, nehmen Sie die vergessene Dosis ein, sobald Sie daran denken, nehmen Sie jedoch nicht an einem Tag die doppelte Dosis ein.","If you forget to take ABILIFY If you forget to take a dose, take the missed dose as soon as you remember, but not in one day to make up for a forgotten dose.","If you forget to take ABILIFY If you miss a dose, take the missed dose as soon as you remember but do not take two doses in one day.","If you forget to take ABILIFY If you forget to take a dose, take the missed dose as soon as you remember, but do not take a double dose in one day to make up for a forgotten dose.",0.119047619047619,smt,1,1_smt,0.04051896184682846|0.05358137935400009|0.09531738609075546|0.08883976936340332|0.08130472153425217
35,Die Behandlung mit diesen Substanzen sollte während der Anwendung von Ketek unterbrochen werden.,Treatment with these agents should be interrupted during administration of Ketek.,Treatment with these agents should be interrupted during Ketek treatment.,Treatment with these agents should be interrupted during administration of Ketek.,0.0,smt,1,1_smt,0.006019159685820341|0.006613399833440781|0.015152836218476295|0.07580240815877914|0.06898915022611618
36,Weiterhin traten eine Verringerung der Blutzellen sowie der Blutplättchen auf.,"In addition, a reduction in blood cells and platelets.",Reductions in blood cell and platelet counts have also occurred.,"In addition, a reduction in blood cells and platelets occur.",0.0833333333333333,smt,1,1_smt,0.035012856125831604|0.06211359053850174|0.08500145375728607|0.11506492644548416|0.11304747313261032
37,rz Welche Risiken sind mit Forcaltonin verbunden?,er What is the risk associated with Forcaltonin?,tho What is the risk associated with Forcaltonin?,er What is the risk associated with Forcaltonin?,0.0,smt,1,1_smt,-0.03560834005475044|-0.04216429591178894|0.016174400225281715|-0.008292801678180695|0.013863862492144108
38,Für die ACUITY-Studie wurden Daten zu Blutungen getrennt von den unerwünschten Ereignissen erhoben.,For the ACUITY trial data were bleeding of adverse events.,"In ACUITY, bleeding data were collected separately from adverse events.",For the ACUITY trial data on bleeding were separated from the compiled adverse events.,0.4,smt,1,1_smt,0.24279969930648804|0.31619352102279663|0.3956540524959564|0.4015251696109772|0.32376572489738464
39,Die absolute Bioverfügbarkeit der Filmtabletten liegt aufgrund des First-Pass-Effekts im Darm und in der Leber bei ca. 40%.,The absolute bioavailability of the tablets is due to the First-Pass-Effekts in the gut and liver in approximately 40%.,"The absolute bioavailability of the film-coated tablets is around 40%, due to first-pass effect in the gut and liver.",The absolute bioavailability of the film tablets is about 40% due to the first-pass effect in the intestine and in the liver.,0.4583333333333333,smt,1,1_smt,0.06078792363405228|0.09321531653404236|0.14426301419734955|0.1505158245563507|0.12414298206567764
40,Nicht verwendeter Impfstoff oder Abfallmaterial ist gemäß den nationalen Anforderungen zu entsorgen.,Any unused vaccine or waste materials should be discarded according to local requirements.,11 Any unused product or waste material should be disposed of in accordance with local requirements.,Any unused vaccine or waste materials should be discarded according to local requirements.,0.0,smt,1,1_smt,-0.014212239533662796|-0.005170546472072601|0.016800597310066223|0.031141886487603188|0.045399777591228485
41,Die beobachteten hämodynamischen Reaktionen deuten auf einen sofortigen Wirkeintritt mit bevorzugter Wirkung der inhalativen Behandlung auf die pulmonalen Gefäße hin.,The observed haemodynamic reactions suggest a rapid onset of immediate inhaled side effect on pulmonary vessels.,The haemodynamics observed suggest an acute response with preferential effect of inhaled treatment on the pulmonary vessels.,The observed haemodynamic reactions suggest a rapid onset of immediate inhaled side effects on pulmonary vessels.,0.0588235294117647,smt,1,1_smt,0.039375919848680496|0.08015576750040054|0.05712311342358589|0.13235710561275482|0.10926419496536255
42,In einer klinischen Studie erhielten erwachsene Patienten übliche Sulfasalazin-Dosen und zusätzlich Enbrel. Im Vergleich zu den nur mit Enbrel bzw. Sulfasalazin behandelten Patientengruppen entwickelten die Patienten in der Kombinationsgruppe im Durchschnitt einen statistisch signifikanten Abfall der mittleren Anzahl weißer Blutkörperchen.,"In a clinical trial, adult patients usual Sulfasalazin-Dosen and Enbrel. when compared to the patients treated with Enbrel or sulfasalazine groups of patients developed, patients in the clinical study on average a statistically significant decrease in mean white blood cell count.","In a clinical study of adult patients who were receiving established doses of sulfasalazine, to which Enbrel was added, patients in the combination group experienced a statistically significant decrease in mean white blood cell counts in comparison to groups treated with Enbrel or sulfasalazine alone.","In a clinical trial, adult patients received usual doses of sulfasalazin and additionally Enbrel. When compared to the patient groups treated with only Enbrel or sulfasalazine, the patients in the combination group, on average, developed a statistically significant decrease in mean white blood cell count.",0.392156862745098,smt,1,1_smt,0.33488336205482483|0.42141762375831604|0.3242032527923584|0.44666150212287903|0.3658806383609772
43,Was ist Fevaxyn Pentofel?,What is Fevaxyn Pentofel?,What is Fevaxyn Pentofel?,What is Fevaxyn Pentofel?,0.0,smt,1,1_smt,-0.06539100408554077|-0.07305692136287689|0.008424585685133934|-0.0392780676484108|-0.01093202643096447
44,Eine Anwendung des Impfstoffs kann ab dem zweiten Schwangerschaftsdrittel erwogen werden.,Its use of the vaccine may be considered from the second trimester of pregnancy.,The use of this vaccine may be considered from the second trimester of pregnancy.,Use of the vaccine may be considered from the second trimester of pregnancy.,0.0714285714285714,smt,1,1_smt,-0.026496004313230515|-0.02139384113252163|0.06589368730783463|0.014787236228585243|0.03337467461824417
45,"Silapo 6000 I.E./0,6 ml Injektionslösung in Fertigspritze 1 Fertigspritze mit 0,6 ml Injektionslösung enthält 6000 Internationale Einheiten (I.E.) Epoetin zeta (rekombinantes humanes Erythropoetin).",Silapo 6000 IU / 0.6 ml solution for injection in pre-filled syringe 1 pre-filled syringe with 0.6 ml solution for injection contains 6000 international units (IU) epoetin zeta (recombinant human erythropoietin).,Silapo 6000 IU/0.6ml solution for injection in pre-filled syringe 1 pre-filled syringe with 0.6 ml solution for injection contains 6000 international units (IU) epoetin zeta (recombinant human erythropoietin).,Silapo 6000 IU/0.6 ml solution for injection in pre-filled syringe 1 pre-filled syringe with 0.6 ml solution for injection contains 6000 international units (IU) of epoetin zeta (recombinant human erythropoietin).,0.027027027027027,smt,1,1_smt,-0.004780556075274944|0.0041708629578351974|0.016709286719560623|0.03122822754085064|0.050949208438396454
46,5 mg einmal täglich.,5 mg once a day.,5 mg once daily.,5 mg once a day.,0.0,smt,1,1_smt,-0.007033802103251219|-0.004813250154256821|0.009718301706016064|0.031033052131533623|0.042329661548137665
47,"vorübergehendes verschwommenes Sehen, Xanthopsie Erkrankungen der Atemwege, des Brustraums und Mediastinums: Unbekannt:","transient blurred vision, xanthopsia Respiratory, thoracic and mediastinal disorders: Not known:",Not known:,"Transient blurred vision, blurry vision, xanthopsia, respiratory diseases, thoracic and mediastinal disorders: Not known:",0.25,smt,1,1_smt,0.1818387508392334|0.2786855399608612|0.10508926212787628|0.24318642914295197|0.21440793573856354
48,"Humalog Mix50 ist ein Ersatz für Ihr eigenes Insulin und wird dazu verwendet, eine langfristige Blutzuckerkontrolle zu erzielen.",Humalog Mix50 is a substitute for your own insulin and is used to control glucose to achieve long term glycaemic control.,Humalog Mix50 is a substitute for your own insulin and is used to control glucose in the long term.,Humalog Mix50 is a substitute for your own insulin and is used to achieve long term glycaemic control.,0.1578947368421052,smt,1,1_smt,-0.004333158954977989|0.004099646583199501|0.02463691495358944|0.03876558318734169|0.05286917835474014
49,"Wenn dies der Fall ist, müssen Sie dies sofort ohne Verzögerung Ihrem Arzt mitteilen.","If this is the case, you must immediately without delay your doctor straight away.","If this is the case, you should speak to your doctor without delay.","If this is the case, you must immediately contact your doctor straight away.",0.1333333333333333,smt,1,1_smt,0.0947767049074173|0.1308773010969162|0.10732398927211761|0.19084560871124268|0.1403544843196869
50,maternotoxischen Effekte von Amoxicillin nachgewiesen werden. die Verträglichkeit des Tierarzneimittels bei Rindern oder Sauen während der Trächtigkeit oder Laktation wurde nicht untersucht..,maternotoxic effects of amoxicillin impairment. has been demonstrated the safety of the product in cattle or sows during pregnancy and lactation has not been studied.,The safety of the product has not been assessed in pregnant and lactating targets species.,Maternotoxic effects of amoxicillin impairment has been demonstrated. The safety of the product in cattle or sows during pregnancy and lactation has not been studied.,0.074074074074074,smt,1,1_smt,0.15788397192955017|0.2748646140098572|0.22288744151592255|0.2966349124908447|0.23662430047988892
51,"Die Anwendung von Ultraschall-Kontrastmitteln zeigte in Studien am Tier biologische Nebenwirkungen (z.B. endothelialer Zellschaden, Kapillarruptur) durch Wechselwirkung mit dem Ultraschall.","The use of pre-epidermin (e. g., showed that the leaflets size Kapillarruptur) by interaction with the studies using biological effects.","In animal studies, the application of echo-contrast agents revealed biological side effects (e. g. endothelial cell injury, capillary rupture) by interaction with the ultrasound beam.","The use of ultrasound contrast agent showed biological side effects (e.g. endothelial cell damage, capilliary ruptures) in studies on animals through interaction with the ultrasound.",0.7586206896551724,smt,1,1_smt,0.4215874969959259|0.5025551915168762|0.5020715594291687|0.5421314835548401|0.49491190910339355
52,Nach 30- minütiger Perfusion mit Beromun allein wird Melphalan als Bolus in das Reservoir des Kreislaufs oder langsam in den arteriellen Zugang injiziert.,After 30- minütiger perfusion with Beromun melphalan alone is given as a bolus of the circuit in or slowly injected into the arterial line.,"After 30 minutes perfusion of Beromun alone, melphalan should be added as a bolus into the reservoir of the circuit, or slowly into the arterial line of the circuit.","After 30-minute perfusion with Beromun melphalan alone, melphalan is given as a bolus in the circuit or slowly injected into the arterial line.",0.24,smt,1,1_smt,0.11274877190589905|0.15576967597007751|0.20386801660060883|0.2313397228717804|0.18654276430606842
53,Für gewöhnlich handelte es sich um leichtgradige und vorübergehende Reaktionen.,"Usually, the majority of which leichtgradige and transient reactions.",Usually they were transient in nature and mild intensity.,They were usually mild and transient reactions.,0.875,smt,1,1_smt,0.23011986911296844|0.33144411444664|0.33509865403175354|0.4200941026210785|0.32637080550193787
54,"Die gewöhnliche Dosis beträgt zwischen 0,5 und 1,0 U/kg/Tag.",The usual dose is between 0.5 and 1.0 U / kg / day.,The usual dose is between 0.5 and 1.0 U/ kg/ day.,The usual dose is between 0.5 and 1.0 U / kg / day.,0.0,smt,1,1_smt,-0.030316326767206192|-0.03958090394735336|0.010165837593376637|-0.006045467685908079|0.016460783779621124
55,Zur Behandlung von bösartigen Weichteiltumoren des Verdauungstrakts (GIST).,For the treatment of malignant gastrointestinal stromal tumour (GIST) request.,Gastrointestinal stromal tumours (GIST).,For the treatment of malignant gastrointestinal stromal tumour (GIST) request.,0.0,smt,1,1_smt,0.10729171335697174|0.21373796463012695|0.15507772564888|0.19633445143699646|0.16275309026241302
56,"Die Anwendung von Comtess bei Patienten unter 18 Jahren wird nicht empfohlen, da für diese keine Daten zur Wirksamkeit und Sicherheit vorliegen.",The use of Comtess is not recommended for use in patients below 18 years of age due to a lack of data on efficacy and safety in this group.,Comtess is not recommended for use in children below age 18 due to lack of data of safety and efficacy.,The use of Comtess is not recommended for use in patients below 18 years of age due to a lack of data on efficacy and safety in this group.,0.0,smt,1,1_smt,-0.021528499200940132|-0.015936842188239098|0.017026560381054878|0.011432718485593796|0.03342632204294205
57,Topiramat änderte die Plasmakonzentrationen von Lamotrigin nicht.,topiramate did not alter the plasma concentrations of lamotrigine.,Topiramate resulted in no change in plasma concentrations of lamotrigine.,Topiramate did not alter the plasma concentrations of lamotrigine.,0.0,smt,1,1_smt,0.009374583140015602|0.01930977776646614|0.015344038605690002|0.07021456211805344|0.06658294796943665
58,"0,5 ml für die Injektionen am 7., 9. und 11. Therapietag.","0.5 ml for the injections at day 7, 9, 11 of therapy.","0.5 ml for the injections at day 7, 9 and 11 of therapy.","0.5 ml for the injections on day 7, 9, 11 of therapy.",0.0666666666666666,smt,1,1_smt,0.007976844906806946|0.0065931882709264755|0.024010974913835526|0.05560845881700516|0.06116598844528198
59,Die unerwünschten Arzneimittelreaktionen waren alle leicht bis mäßig schwer.,The adverse drug reactions are all of these were mild or moderate in intensity.,ADRs were all mild to moderate in severity.,The adverse drug reactions were all mild or moderate in intensity.,0.3333333333333333,smt,1,1_smt,0.10665079951286316|0.14258843660354614|0.1556074470281601|0.23260314762592316|0.16130705177783966
60,"Geeignete Vorsichtsmaßnahmen sollten getroffen werden, um die Übertragung der Krankheit durch sexuellen Kontakt (z.B.",Appropriate precautions should be taken to prevent passing the disease through sexual contact (e.g.,"If an erection lasts longer than 4 hours, you should get medical help immediately to avoid permanent damage to your penis.",Appropriate precautions should be taken to prevent passing the disease through sexual contact (e.g.,0.0,smt,1,1_smt,0.12060298025608063|0.1690523624420166|0.08370799571275711|0.2535969614982605|0.2039518505334854
61,"Wie bei allen parenteral zu verabreichenden Produkten, sollten die TAXOTERE-Basislösung und die Infusionslösung vor Gebrauch visuell überprüft werden. Lösungen, die einen Niederschlag enthalten, sollten verworfen werden.","As with all parenteral products, of the TAXOTERE premix solution and infusion solution should be visually inspected prior to use, solutions containing a precipitate should be discarded.","As with all parenteral products, TAXOTERE premix solution and infusion solution should be visually inspected prior to use, solutions containing a precipitate should be discarded.","As with all parenteral for administering products, TAXOTERE premix solution and infusion solution should be visually inspected prior to use, solutions containing a precipitate should be discarded.",0.1,smt,1,1_smt,0.010283470153808594|0.030606431886553764|0.0714176818728447|0.06209541857242584|0.07160113751888275
