index,src,mt,ref,dp_runs_scores,pe,lp,human_score,system,doc_id,sys_doc_id
12,"Wie EVRA aussieht und Inhalt der Packung EVRA ist ein dünnes, beiges, transdermales Pflaster aus Kunststoff.",What EVRA looks like and contents of the pack EVRA is a fucose unit transdermal patch.,"What EVRA looks like and contents of the pack EVRA is a thin, beige, plastic transdermal patch.",[0.08013885468244553],What EVRA looks like and contents of the pack: EVRA is a fucose unit transdermal patch.,de-en,0.0555555555555555,smt,1,1_smt
13,Welches Risiko ist mit Ziagen verbunden?,What is the risk associated with Ziagen?,What is the risk associated with Ziagen?,[0.009197264909744263],What is the risk associated with Ziagen?,de-en,0.0,smt,1,1_smt
14,- Kinder: Pharmakokinetische Daten bei Kindern liegen nicht vor.,- Children: No pharmacokinetic data in children have not been established.,Pharmacokinetic data in the paediatric population are not available. − Gender:,[0.11073556542396545],- Children: Pharmacokinetic data in children has not been established.,de-en,0.1666666666666666,smt,1,1_smt
15,"In drei vergleichenden, kontrollierten Studien war die Immunantwort, die mit der flüssigen und der lyophilisierten Formulierung von Rotarix erreicht wurde, vergleichbar.","Three comparative, controlled studies of the immune response was achieved with the lyophilised formulation of Rotarix was comparable.","In three comparative controlled trials, the immune response elicited by Rotarix liquid formulation was comparable to the one elicited by Rotarix lyophilized formulation.",[0.29975229501724243],"In three comparative, controlled studies the immune response with the lyophilised formulation of Rotarix was comparable.",de-en,0.2222222222222222,smt,1,1_smt
16,Die Maximaldosis von 30 mg sollte jedoch bei Patienten mit schwerer Leberinsuffizienz mit Vorsicht angewendet werden (siehe Abschnitt 5.2).,The maximum dose of 30 mg should be used with caution in patients with severe hepatic insufficiency (see section 5.2).,13 maximum daily dose of 30 mg should be used with caution in patients with severe hepatic impairment (see section 5.2).,[0.01159702893346548],"The maximum dose of 30 mg should, however, be used with caution in patients with severe hepatic insufficiency (see section 5.2).",de-en,0.1153846153846153,smt,1,1_smt
17,Sie haben Iscover zur Verhinderung von Blutgerinnseln und zur Verringerung des Risikos für das Auftreten dieser schweren Ereignisse aus folgenden Gründen verschrieben bekommen:,You have been prescribed Iscover to prevent blood clots and reduce the risk of these severe events because:,You have been prescribed Iscover to help prevent blood clots and reduce the risk of these severe events because:,[0.015078241005539894],You have been prescribed Iscover to help prevent blood clots and reduce the risk of these severe events because:,de-en,0.05,smt,1,1_smt
18,Was ist Spondylitis ankylosans (Morbus Bechterew)?,What is ankylosing spondylitis (ankylosing spondylitis)?,What is ankylosing spondylitis?,[0.21894396841526031],What is ankylosans spondylitis (ankylosing spondylitis)?,de-en,0.1111111111111111,smt,1,1_smt
19,Wie wird Norvir angewendet?,How is Norvir used?,How is Norvir used?,[0.008214369416236877],How is Norvir used?,de-en,0.0,smt,1,1_smt
20,Sexuell übertragbare Krankheiten EVRA schützt Sie nicht vor einer HIV-Infektion (AIDS) oder einer anderen sexuell übertragbaren Krankheit.,Sexuell transmissible diseases EVRA protects you are not infected with HIV (AIDS) or any other Si-rich zeolites having.,Sexually transmitted disease EVRA will not protect you against HIV infection (AIDS) or any other sexually transmitted disease.,[0.31798896193504333],Sexually transmissible diseases: EVRA does not protect you from infected with HIV (AIDS) or any other sexually transmissible diseases.,de-en,0.4347826086956521,smt,1,1_smt
21,Es wird keine Dosisanpassung auf Grund des Geschlechts empfohlen.,It is recommended that no dose adjustment of gender.,No dose adjustment is recommended based on gender.,[0.2539184093475342],No dose adjustment ris recommended based on gender.,de-en,0.5555555555555556,smt,1,1_smt
22,"Ziehen Sie das erforderliche Volumen Metalyse-Lösung in die Spritze auf, entsprechend dem Körpergewicht des Patienten.",Withdraw the necessary volume Metalyse-Lösung into the syringe body weight of the patient.,"Transfer the appropriate volume of reconstituted solution of Metalyse into the syringe, based on the patient’ s weight.",[0.1853959560394287],Withdraw the necessary volume metalyse solution into the syringe according to the body weight of the patient.,de-en,0.2777777777777778,smt,1,1_smt
23,Daher ist der Vorteil des Stillens gegen die potentiellen Risiken für das Kind abzuwägen.,"Therefore, the advantage of breast-feeding should be weighed against the potential benefit justifies the potential risk to the child.","Therefore, the advantage of breast- feeding should be weighed against the potential risks for the child.",[0.1688520461320877],"Therefore, the advantage of breast-feeding justifies the potential risk to the child.",de-en,0.5,smt,1,1_smt
24,Die mittlere CL/F war bei Patienten mit einem Gewicht > 100 kg um ungefähr 55% höher als bei Patienten mit einem Gewicht ≤ 100 kg.,The mean CL / F was in patients with body weight 100 kg by approximately 55% higher than in patients with weight ≤ 100 kg.,The median CL/ F in patients with weight > 100 kg was approximately 55% higher compared to patients with weight ≤ 100 kg.,[0.02121843583881855],The mean CL/F in patients with body weight of more than 100 kg was approximately 55% higher than in patients weighing less that 100 kg.,de-en,0.2758620689655172,smt,1,1_smt
25,9 von 11 Patienten wurden erfolgreich mit 800 mg/Tag Posaconazol in geteilten Dosen über einen medianen Zeitraum von 268 Tagen und bis zu 377 Tage behandelt.,9 of 11 patients were successfully treated with posaconazole 800 mg / day in divided doses for a median of 268 days and up to 377 days.,9 of 11 patients were successfully treated with posaconazole 800 mg/ day in divided doses for a median of 268 days and up to 377 days.,[0.012727675028145313],9 of 11 patients were successfully treated with posaconazole 800 mg / day in divided doses for a median of 268 days and up to 377 days.,de-en,0.0,smt,1,1_smt
26,"Innerhalb kontrollierter Phasen von klinischen Studien wurden bei Patienten unter TNF-Antagonisten im Vergleich zu Kontrollpatienten mehr Fälle von malignen Erkrankungen, einschließlich Lymphome beobachtet.","In the controlled portions of clinical trials have been observed among patients receiving a TNF-antagonist compared with control patients, more cases of malignancies, including lymphoma.","In the controlled portions of clinical trials of TNF-antagonists, more cases of malignancies including lymphoma have been observed among patients receiving a TNF-antagonist compared with control patients.",[0.1693299114704132],"In the controlled portions of clinical trials of TNF-antagonists, more cases of malignancies including lymphoma have been observed among patients receiving a TNF-antagonist compared with control patients.",de-en,0.2068965517241379,smt,1,1_smt
27,"5 Im Falle einer Überdosierung, ist eine entsprechende Überwachung bzw. Unterstützung von Atmung und Herz-Kreislauf-System erforderlich.","5 In the event of overdose, appropriate monitoring and support of breathing and cardiovascular system is required.","Should overdosage occur, the respiratory and cardiovascular systems should be supported appropriately.",[0.0556204617023468],"5 In the event of overdose, appropriate monitoring and support of breathing and cardiovascular system is required.",de-en,0.0,smt,1,1_smt
28,"Zuckerarten leiden, fragen Sie ihn, bevor Sie dieses Arzneimittel einnehmen.",Women of child-bearing age must go before taking this medicinal product.,Read all of this leaflet carefully before you start taking this medicine. − Keep this leaflet.,[0.44402235746383667],"ask them, before taking this medicinal product.",de-en,0.6666666666666666,smt,1,1_smt
29,"Wenn Sie den Eindruck haben, dass die Wirkung von Zyrtec zu schwach oder zu stark ist, wenden Sie sich bitte an Ihren Arzt.","If you have the impression that the effect of Zyrtec is too weak or too strong, please ask your doctor.","If you feel that the effect of Zyrtec is too weak or too strong, please consult your doctor.",[0.012293124571442604],"If you have the impression that the effect of Zyrtec is too weak or too strong, please ask your doctor.",de-en,0.0,smt,1,1_smt
30,Bei anhaltend niedrigen Werten evtl. Dosisreduktion auf 400 mg einmal täglich erforderlich.,In case of low and high dose reduction to 400 mg once daily.,"If blood counts remain low, a dose reduction to 400 mg once daily may be required.",[0.25376442074775696],"In case of sustained low levels, a dose reduction to 400 mg once daily may be necessary.",de-en,0.3684210526315789,smt,1,1_smt
31,Amitraz ist ein Formamidinderivat und wirkt akarizid.,Amitraz Formamidinderivat and works flash-melt.,Amitraz is a formamidine acaricide.,[0.49794283509254456],Amitraz Formamidinderivat and effects acaricide.,de-en,0.3333333333333333,smt,1,1_smt
32,"Patienten, bei denen während der Behandlung mit Somatropin ein Hinken einsetzt, sollten klinisch untersucht werden.","patients in whom during treatment with somatropin is a limp, should be examined clinically.","Patients limping during treatment with somatropin, should be examined clinically.",[0.16834262013435364],Patients who had a limp during treatment with somatropin should be examined clinically.,de-en,0.3571428571428571,smt,1,1_smt
33,Es wird intrazellulär zum aktiven Metaboliten Lamivudin- 5'-Triphosphat metabolisiert.,"It is metabolised intracellularly to the active metabolite of lamivudine 5, lamivudine 5 '-triphosphate.","It is metabolised intracellularly to the active moiety, lamivudine 5’ - triphosphate.",[0.117474265396595],It is metabolised intracellularly into the active metabolite of lamivudine 5' triphosphate.,de-en,0.3571428571428571,smt,1,1_smt
34,"Wenn Sie die Einnahme von ABILIFY vergessen haben Wenn Sie eine Dosis vergessen haben, nehmen Sie die vergessene Dosis ein, sobald Sie daran denken, nehmen Sie jedoch nicht an einem Tag die doppelte Dosis ein.","If you forget to take ABILIFY If you forget to take a dose, take the missed dose as soon as you remember, but not in one day to make up for a forgotten dose.","If you forget to take ABILIFY If you miss a dose, take the missed dose as soon as you remember but do not take two doses in one day.",[0.09531738609075546],"If you forget to take ABILIFY If you forget to take a dose, take the missed dose as soon as you remember, but do not take a double dose in one day to make up for a forgotten dose.",de-en,0.119047619047619,smt,1,1_smt
35,Die Behandlung mit diesen Substanzen sollte während der Anwendung von Ketek unterbrochen werden.,Treatment with these agents should be interrupted during administration of Ketek.,Treatment with these agents should be interrupted during Ketek treatment.,[0.015152836218476295],Treatment with these agents should be interrupted during administration of Ketek.,de-en,0.0,smt,1,1_smt
36,Weiterhin traten eine Verringerung der Blutzellen sowie der Blutplättchen auf.,"In addition, a reduction in blood cells and platelets.",Reductions in blood cell and platelet counts have also occurred.,[0.08500145375728607],"In addition, a reduction in blood cells and platelets occur.",de-en,0.0833333333333333,smt,1,1_smt
37,rz Welche Risiken sind mit Forcaltonin verbunden?,er What is the risk associated with Forcaltonin?,tho What is the risk associated with Forcaltonin?,[0.016174400225281715],er What is the risk associated with Forcaltonin?,de-en,0.0,smt,1,1_smt
38,Für die ACUITY-Studie wurden Daten zu Blutungen getrennt von den unerwünschten Ereignissen erhoben.,For the ACUITY trial data were bleeding of adverse events.,"In ACUITY, bleeding data were collected separately from adverse events.",[0.3956540524959564],For the ACUITY trial data on bleeding were separated from the compiled adverse events.,de-en,0.4,smt,1,1_smt
39,Die absolute Bioverfügbarkeit der Filmtabletten liegt aufgrund des First-Pass-Effekts im Darm und in der Leber bei ca. 40%.,The absolute bioavailability of the tablets is due to the First-Pass-Effekts in the gut and liver in approximately 40%.,"The absolute bioavailability of the film-coated tablets is around 40%, due to first-pass effect in the gut and liver.",[0.14426301419734955],The absolute bioavailability of the film tablets is about 40% due to the first-pass effect in the intestine and in the liver.,de-en,0.4583333333333333,smt,1,1_smt
40,Nicht verwendeter Impfstoff oder Abfallmaterial ist gemäß den nationalen Anforderungen zu entsorgen.,Any unused vaccine or waste materials should be discarded according to local requirements.,11 Any unused product or waste material should be disposed of in accordance with local requirements.,[0.016800597310066223],Any unused vaccine or waste materials should be discarded according to local requirements.,de-en,0.0,smt,1,1_smt
41,Die beobachteten hämodynamischen Reaktionen deuten auf einen sofortigen Wirkeintritt mit bevorzugter Wirkung der inhalativen Behandlung auf die pulmonalen Gefäße hin.,The observed haemodynamic reactions suggest a rapid onset of immediate inhaled side effect on pulmonary vessels.,The haemodynamics observed suggest an acute response with preferential effect of inhaled treatment on the pulmonary vessels.,[0.05712311342358589],The observed haemodynamic reactions suggest a rapid onset of immediate inhaled side effects on pulmonary vessels.,de-en,0.0588235294117647,smt,1,1_smt
42,In einer klinischen Studie erhielten erwachsene Patienten übliche Sulfasalazin-Dosen und zusätzlich Enbrel. Im Vergleich zu den nur mit Enbrel bzw. Sulfasalazin behandelten Patientengruppen entwickelten die Patienten in der Kombinationsgruppe im Durchschnitt einen statistisch signifikanten Abfall der mittleren Anzahl weißer Blutkörperchen.,"In a clinical trial, adult patients usual Sulfasalazin-Dosen and Enbrel. when compared to the patients treated with Enbrel or sulfasalazine groups of patients developed, patients in the clinical study on average a statistically significant decrease in mean white blood cell count.","In a clinical study of adult patients who were receiving established doses of sulfasalazine, to which Enbrel was added, patients in the combination group experienced a statistically significant decrease in mean white blood cell counts in comparison to groups treated with Enbrel or sulfasalazine alone.",[0.3242032527923584],"In a clinical trial, adult patients received usual doses of sulfasalazin and additionally Enbrel. When compared to the patient groups treated with only Enbrel or sulfasalazine, the patients in the combination group, on average, developed a statistically significant decrease in mean white blood cell count.",de-en,0.392156862745098,smt,1,1_smt
43,Was ist Fevaxyn Pentofel?,What is Fevaxyn Pentofel?,What is Fevaxyn Pentofel?,[0.008424585685133934],What is Fevaxyn Pentofel?,de-en,0.0,smt,1,1_smt
44,Eine Anwendung des Impfstoffs kann ab dem zweiten Schwangerschaftsdrittel erwogen werden.,Its use of the vaccine may be considered from the second trimester of pregnancy.,The use of this vaccine may be considered from the second trimester of pregnancy.,[0.06589368730783463],Use of the vaccine may be considered from the second trimester of pregnancy.,de-en,0.0714285714285714,smt,1,1_smt
45,"Silapo 6000 I.E./0,6 ml Injektionslösung in Fertigspritze 1 Fertigspritze mit 0,6 ml Injektionslösung enthält 6000 Internationale Einheiten (I.E.) Epoetin zeta (rekombinantes humanes Erythropoetin).",Silapo 6000 IU / 0.6 ml solution for injection in pre-filled syringe 1 pre-filled syringe with 0.6 ml solution for injection contains 6000 international units (IU) epoetin zeta (recombinant human erythropoietin).,Silapo 6000 IU/0.6ml solution for injection in pre-filled syringe 1 pre-filled syringe with 0.6 ml solution for injection contains 6000 international units (IU) epoetin zeta (recombinant human erythropoietin).,[0.016709286719560623],Silapo 6000 IU/0.6 ml solution for injection in pre-filled syringe 1 pre-filled syringe with 0.6 ml solution for injection contains 6000 international units (IU) of epoetin zeta (recombinant human erythropoietin).,de-en,0.027027027027027,smt,1,1_smt
46,5 mg einmal täglich.,5 mg once a day.,5 mg once daily.,[0.009718301706016064],5 mg once a day.,de-en,0.0,smt,1,1_smt
47,"vorübergehendes verschwommenes Sehen, Xanthopsie Erkrankungen der Atemwege, des Brustraums und Mediastinums: Unbekannt:","transient blurred vision, xanthopsia Respiratory, thoracic and mediastinal disorders: Not known:",Not known:,[0.10508926212787628],"Transient blurred vision, blurry vision, xanthopsia, respiratory diseases, thoracic and mediastinal disorders: Not known:",de-en,0.25,smt,1,1_smt
48,"Humalog Mix50 ist ein Ersatz für Ihr eigenes Insulin und wird dazu verwendet, eine langfristige Blutzuckerkontrolle zu erzielen.",Humalog Mix50 is a substitute for your own insulin and is used to control glucose to achieve long term glycaemic control.,Humalog Mix50 is a substitute for your own insulin and is used to control glucose in the long term.,[0.02463691495358944],Humalog Mix50 is a substitute for your own insulin and is used to achieve long term glycaemic control.,de-en,0.1578947368421052,smt,1,1_smt
49,"Wenn dies der Fall ist, müssen Sie dies sofort ohne Verzögerung Ihrem Arzt mitteilen.","If this is the case, you must immediately without delay your doctor straight away.","If this is the case, you should speak to your doctor without delay.",[0.10732398927211761],"If this is the case, you must immediately contact your doctor straight away.",de-en,0.1333333333333333,smt,1,1_smt
50,maternotoxischen Effekte von Amoxicillin nachgewiesen werden. die Verträglichkeit des Tierarzneimittels bei Rindern oder Sauen während der Trächtigkeit oder Laktation wurde nicht untersucht..,maternotoxic effects of amoxicillin impairment. has been demonstrated the safety of the product in cattle or sows during pregnancy and lactation has not been studied.,The safety of the product has not been assessed in pregnant and lactating targets species.,[0.22288744151592255],Maternotoxic effects of amoxicillin impairment has been demonstrated. The safety of the product in cattle or sows during pregnancy and lactation has not been studied.,de-en,0.074074074074074,smt,1,1_smt
51,"Die Anwendung von Ultraschall-Kontrastmitteln zeigte in Studien am Tier biologische Nebenwirkungen (z.B. endothelialer Zellschaden, Kapillarruptur) durch Wechselwirkung mit dem Ultraschall.","The use of pre-epidermin (e. g., showed that the leaflets size Kapillarruptur) by interaction with the studies using biological effects.","In animal studies, the application of echo-contrast agents revealed biological side effects (e. g. endothelial cell injury, capillary rupture) by interaction with the ultrasound beam.",[0.5020715594291687],"The use of ultrasound contrast agent showed biological side effects (e.g. endothelial cell damage, capilliary ruptures) in studies on animals through interaction with the ultrasound.",de-en,0.7586206896551724,smt,1,1_smt
52,Nach 30- minütiger Perfusion mit Beromun allein wird Melphalan als Bolus in das Reservoir des Kreislaufs oder langsam in den arteriellen Zugang injiziert.,After 30- minütiger perfusion with Beromun melphalan alone is given as a bolus of the circuit in or slowly injected into the arterial line.,"After 30 minutes perfusion of Beromun alone, melphalan should be added as a bolus into the reservoir of the circuit, or slowly into the arterial line of the circuit.",[0.20386801660060883],"After 30-minute perfusion with Beromun melphalan alone, melphalan is given as a bolus in the circuit or slowly injected into the arterial line.",de-en,0.24,smt,1,1_smt
53,Für gewöhnlich handelte es sich um leichtgradige und vorübergehende Reaktionen.,"Usually, the majority of which leichtgradige and transient reactions.",Usually they were transient in nature and mild intensity.,[0.33509865403175354],They were usually mild and transient reactions.,de-en,0.875,smt,1,1_smt
54,"Die gewöhnliche Dosis beträgt zwischen 0,5 und 1,0 U/kg/Tag.",The usual dose is between 0.5 and 1.0 U / kg / day.,The usual dose is between 0.5 and 1.0 U/ kg/ day.,[0.010165837593376637],The usual dose is between 0.5 and 1.0 U / kg / day.,de-en,0.0,smt,1,1_smt
55,Zur Behandlung von bösartigen Weichteiltumoren des Verdauungstrakts (GIST).,For the treatment of malignant gastrointestinal stromal tumour (GIST) request.,Gastrointestinal stromal tumours (GIST).,[0.15507772564888],For the treatment of malignant gastrointestinal stromal tumour (GIST) request.,de-en,0.0,smt,1,1_smt
56,"Die Anwendung von Comtess bei Patienten unter 18 Jahren wird nicht empfohlen, da für diese keine Daten zur Wirksamkeit und Sicherheit vorliegen.",The use of Comtess is not recommended for use in patients below 18 years of age due to a lack of data on efficacy and safety in this group.,Comtess is not recommended for use in children below age 18 due to lack of data of safety and efficacy.,[0.017026560381054878],The use of Comtess is not recommended for use in patients below 18 years of age due to a lack of data on efficacy and safety in this group.,de-en,0.0,smt,1,1_smt
57,Topiramat änderte die Plasmakonzentrationen von Lamotrigin nicht.,topiramate did not alter the plasma concentrations of lamotrigine.,Topiramate resulted in no change in plasma concentrations of lamotrigine.,[0.015344038605690002],Topiramate did not alter the plasma concentrations of lamotrigine.,de-en,0.0,smt,1,1_smt
58,"0,5 ml für die Injektionen am 7., 9. und 11. Therapietag.","0.5 ml for the injections at day 7, 9, 11 of therapy.","0.5 ml for the injections at day 7, 9 and 11 of therapy.",[0.024010974913835526],"0.5 ml for the injections on day 7, 9, 11 of therapy.",de-en,0.0666666666666666,smt,1,1_smt
59,Die unerwünschten Arzneimittelreaktionen waren alle leicht bis mäßig schwer.,The adverse drug reactions are all of these were mild or moderate in intensity.,ADRs were all mild to moderate in severity.,[0.1556074470281601],The adverse drug reactions were all mild or moderate in intensity.,de-en,0.3333333333333333,smt,1,1_smt
60,"Geeignete Vorsichtsmaßnahmen sollten getroffen werden, um die Übertragung der Krankheit durch sexuellen Kontakt (z.B.",Appropriate precautions should be taken to prevent passing the disease through sexual contact (e.g.,"If an erection lasts longer than 4 hours, you should get medical help immediately to avoid permanent damage to your penis.",[0.08370799571275711],Appropriate precautions should be taken to prevent passing the disease through sexual contact (e.g.,de-en,0.0,smt,1,1_smt
61,"Wie bei allen parenteral zu verabreichenden Produkten, sollten die TAXOTERE-Basislösung und die Infusionslösung vor Gebrauch visuell überprüft werden. Lösungen, die einen Niederschlag enthalten, sollten verworfen werden.","As with all parenteral products, of the TAXOTERE premix solution and infusion solution should be visually inspected prior to use, solutions containing a precipitate should be discarded.","As with all parenteral products, TAXOTERE premix solution and infusion solution should be visually inspected prior to use, solutions containing a precipitate should be discarded.",[0.0714176818728447],"As with all parenteral for administering products, TAXOTERE premix solution and infusion solution should be visually inspected prior to use, solutions containing a precipitate should be discarded.",de-en,0.1,smt,1,1_smt
62,Das Verteilungsvolumen (Vss) beträgt 9 l.,The volume of distribution (Vss) is 9 l.,The volume of distribution (Vss) is 9 L.,[0.010520410723984241],The volume of distribution (Vss) is 9 l.,de-en,0.0,smt,1,1_smt
63,Der Impfstoff kann gleichzeitig mit Hepatitis B-Immunglobulin an unterschiedlichen Körperstellen verabreicht werden.,"This vaccine can be administered simultaneously with hepatitis B immunoglobulin, at a separate injection site.","This vaccine can be administered simultaneously with hepatitis B immunoglobulin, at a separate injection site.",[0.013733663596212864],This vaccine can be administered simultaneously with hepatitis B immunoglobulin at a separate injection site.,de-en,0.0625,smt,1,1_smt
64,Wie wurde NEVANAC untersucht?,How has NEVANAC been studied?,How has NEVANAC been studied?,[0.008928194642066956],How has NEVANAC been studied?,de-en,0.0,smt,1,1_smt
65,Warum wurde Privigen zugelassen?,Why has Privigen been approved?,Why has Privigen been approved?,[0.009090877138078213],Why has Privigen been approved?,de-en,0.0,smt,1,1_smt
66,Bei Säuglingen mit akutem Durchfall oder Erbrechen sollte die Gabe von RotaTeq verschoben werden.,In infants with acute diarrhoea or vomiting of administration of RotaTeq.,The administration of RotaTeq should be postponed in subjects suffering from acute diarrhoea or vomiting.,[0.20787622034549713],In infants with acute diarrhoea or vomiting of administration of RotaTeq.,de-en,0.0,smt,1,1_smt
67,Actraphane NovoLet darf nur von einer Person benutzt werden.,Actraphane NovoLet is for use by one person only.,84 Actraphane NovoLet is for single person use only.,[0.0166885145008564],Actraphane NovoLet is for use by one person only.,de-en,0.0,smt,1,1_smt
68,Hinweise für die Verabreichung des Impfstoffes:,Instructions for administration of the vaccine:,Instructions for administration of the vaccine:,[0.008455971255898476],Instructions for administration of the vaccine:,de-en,0.0,smt,1,1_smt
69,"Es wird empfohlen, das Injektionsvolumen auf maximal 4,0 ml zu beschränken.",It is recommended that the injection volume to a maximum of 4.0 ml.,It is recommended to limit injection volumes to a maximum of 4 ml.,[0.1424403190612793],It is recommended that the injection volume be limited to a maximum of 4.0 ml.,de-en,0.125,smt,1,1_smt
70,Bei Patienten mit Niereninsuffizienz ist keine Dosisanpassung erforderlich.,No dose adjustment is necessary in patients with renal insufficiency.,Patients with renal impairment should not require adjustment of dosage.,[0.0132384542375803],No dose adjustment is necessary in patients with renal insufficiency.,de-en,0.0,smt,1,1_smt
71,In der Originalverpackung aufbewahren.,Store in the original package.,6 Store in the original package.,[0.010004627518355846],Store in the original package.,de-en,0.0,smt,1,1_smt
72,Allerdings war die statistische Aussagekraft des Testes dieser Studie zur Entdeckung von Unterschieden zwischen den Behandlungsgruppen gering.,"However, the statistical lead to the testes of this study is to treat differences between treatment groups.","However, the power of this study to detect differences between treatment groups was low.",[0.3966544270515442],"However, the statistical power of this study to detect differences between treatment groups was low.",de-en,0.4705882352941176,smt,1,1_smt
73,Die Sicherheit und Wirksamkeit einer Indinavir/Ritonavir-Kombination wurden bei Patienten mit bestehenden relevanten Lebererkrankungen nicht untersucht. Die Kombination darf in dieser Patientenpopulation nicht angewendet werden.,The safety and efficacy of indinavir / Ritonavir-Kombination have not been studied in patients with significant underlying liver disorders and should not be used in this patient population.,The safety and efficacy of indinavir/ ritonavir has not been established in patients with significant underlying liver disorders and should not be used in this patient population.,[0.03328462690114975],The safety and efficacy of indinavir/Ritonavir-combination have not been studied in patients with significant underlying liver disorders and should not be used in this patient population.,de-en,0.0344827586206896,smt,1,1_smt
74,"Wird Erythropoetin zusammen mit Ciclosporin angewendet, sollten die Blutspiegel von Ciclosporin kontrolliert und die Ciclosporindosis dem steigenden Hämatokrit angepasst werden.","When erythropoietin is given concomitantly with cyclosporin, blood levels of cyclosporin should be monitored and the dose of cyclosporin adjusted as the haematocrit rises.","If erythropoietin is given concomitantly with ciclosporin, blood levels of ciclosporin should be monitored and the dose of ciclosporin adjusted as the haematocrit rises.",[0.01637873239815235],"When erythropoietin is given concomitantly with cyclosporin, blood levels of cyclosporin should be monitored and the dose of cyclosporin adjusted as the haematocrit rises.",de-en,0.0,smt,1,1_smt
