index,src,mt,ref,dp_runs_scores,pe,lp,human_score,system,doc_id,sys_doc_id
11,"To change the reference point for scaling, click a white square on the reference point locator .","Chcete-li změnit vztažný bod pro změnu měřítka, klepněte na bílý čtvereček v ikoně umístění vztažného bodu.","Chcete-li změnit vztažný bod pro změnu velikosti, klepněte na bílý čtvereček v ikoně umístění vztažného bodu .",[0.04391002282500267],"Chcete-li změnit vztažný bod pro změnu měřítka, klepněte na bílý čtvereček v ikoně umístění vztažného bodu.",en-cs,0.0,smt,1,1_smt
12,"If column guides are locked, choose View > Grids & Guides > Lock Column Guides to deselect it.","Pokud jsou zamknuté vodítek sloupců, zvolte zobrazení & gt; mřížka a vodítka & gt; zamknout vodítka sloupce, abyste ho odznačili.","Pokud jsou vodítka sloupců zamčená, zvolte Zobrazení > Mřížka a vodítka > Zamknout vodítka sloupců, abyste volbu odznačili.",[0.4876111149787903],"Pokud jsou vodítka sloupců zamknutá, tuto možnost odznačíte zvolením zobrazení > mřížka a vodítka > zamknout vodítka sloupce.",en-cs,0.8,smt,1,1_smt
13,Select one or more layers in the Layers In Visio Drawing list.,Vyberte jednu nebo více vrstev v seznamu vrstvy v kresbě Visio.,Vyberte jednu nebo více vrstev v seznamu Vrstvy v kresbě Visio.,[0.02344297245144844],Vyberte jednu nebo více vrstev v seznamu Vrstvy v kresbě Visio.,en-cs,0.0,smt,1,1_smt
14,Select the options for the review as follows:,Vyberte volby pro přezkum takto:,Vyberte následující volby pro recenzi:,[0.08914750069379807],Vyberte volby revize takto:,en-cs,0.4,smt,1,1_smt
15,"You can make these changes in an orderly, unified, and efficient document that serves your needs.","Tyto změny můžete provést v uspořádaném, jednotný, a efektivní dokument, který slouží vašim požadavkům.","Tyto změny lze provádět v dokumentu, který je uspořádaný, sjednocený a efektivně slouží vašim potřebám.",[0.2134535014629364],"Tyto změny můžete provést v uspořádaném, jednotném a efektivním dokumentu, který poslouží vašim požadavkům.",en-cs,0.2941176470588235,smt,1,1_smt
16,A disabled radio button doesn’t receive mouse or keyboard input.,Deaktivované přepínací tlačítko neobdrží vstup z klávesnice nebo myši.,Zakázané přepínací tlačítko nemůže být aktivní pro vstup z myši ani z klávesnice.,[0.12332171946763992],Deaktivované radiové tlačítko nepříjímá vstup z klávesnice ani z myši.,en-cs,0.3636363636363636,smt,1,1_smt
17,"For example, choosing Red as the output channel sets the Source Channels sliders to 100% for Red, and to 0% for Green and Blue (in an RGB image).","Pokud například zvolíte červený jako výstupní kanál nastaví zdrojový kanály jezdce na 100% pro a na 0% červené, zelené a modré pro (v obraze RGB).","Pokud například jako výstupní kanál vyberete kanál R (červený), nastaví se jezdce Zdrojové kanály na 100 % pro R a na 0 % pro G a B (v obraze RGB).",[0.2596364915370941],"Pokud například zvolíte kanál R (červený) jako výstupní kanál, nastaví se posuvníky Zdrojové kanály na 100 % pro R a na 0 % pro G (zelený) a B (modrý) (v obraze RGB).",en-cs,0.4523809523809524,smt,1,1_smt
18,You can’t know whether a missing file is up to date until its original is located.,"Nemůžete zjistit, zda soubor chybí, dokud je aktuální původní nachází.","Nelze zjistit, zda je chybějící soubor aktuální, dokud se nenajde jeho originál.",[0.4250088930130005],"Nemůžete vědět, zda je chybějící soubor  aktuální, dokud se nenajde jeho originál.",en-cs,0.5333333333333333,smt,1,1_smt
19,The overall effect is to lighten the image.,Celkový efekt je zesvětlení obrazu.,Celkový efekt je zesvětlení obrazu.,[0.02130461484193802],Celkový efekt je zesvětlení obrazu.,en-cs,0.0,smt,1,1_smt
20,Alt‑drag (Windows) or Option-drag (Mac OS) to draw from the center.,"Alt-drag (Windows) nebo Option-drag (Mac os), chcete-li kreslit ze středu.","Táhněte se stisknutou klávesou Alt (Windows) nebo Option (Mac OS), chcete-li kreslit ze středu.",[0.18620775640010834],"Alt-drag (Windows) nebo Option-drag (Mac os), chcete-li kreslit ze středu.",en-cs,0.0,smt,1,1_smt
21,It doesn’t restrict the loading or playing of the sound file itself.,Neomezuje na načítání nebo přehrání zvukového souboru.,Nijak neomezuje načítání nebo přehrávání zvukového souboru samotného.,[0.304267942905426],Neomezuje načítání ani přehrávání samotného zvukového souboru.,en-cs,0.5,smt,1,1_smt
22,does not check that the ActionScript to code the keyboard shortcut was created.,"Zkontrolujte, zda se kód jazyka ActionScript pro klávesovou zkratku, jak byl vytvořen.","nekontroluje, zda byl vytvořený ActionScript, který kóduje danou klávesovou zkratku.",[0.3997604250907898],"nezkontrolujte, zda byl vytvořen kód jazyka ActionScript pro naprogramování klávesové zkratky.",en-cs,0.5384615384615384,smt,1,1_smt
23,"Preview 3D file formats, including 3DS, DAE, KMZ, OBJ, and U3D.","Náhled 3 d formátů, včetně 3 DS, Dae, obj, KMZ a u 3 D.","Umožňuje náhledy formátů souborů 3D, včetně 3DS, DAE, KMZ, OBJ, a U3D.",[0.6554200053215027],"Zobrazí náhled formátů souborů 3D včetně 3DS, DAE, OBJ, KMZ a U3D.",en-cs,0.625,smt,1,1_smt
24,Notice that this XML document contains other complete XML structures within it (such as the song tags with their children).,"Všimněte si, že tento dokument Xml obsahuje další kompletní struktury Xml, uvnitř (například tagů song s jejich děti).","Všimněte si, že tento dokument XML v sobě zahrnuje další kompletní struktury XML (např. tagy song s jejich podřízenými objekty).",[0.3274989724159241],"Všimněte si, že tento dokument Xml v sobě obsahuje další kompletní struktury Xml (například tagy písní a jejich podřízené prvky).",en-cs,0.3333333333333333,smt,1,1_smt
25,"In the Effects panel, select Isolate Blending.",V panelu efekty vyberte izolovat prolnutí.,V panelu Efekty vyberte Izolovat prolnutí.,[0.03099057450890541],V panelu Efekty vyberte Izolovat prolnutí.,en-cs,0.0,smt,1,1_smt
26,Drag a rectangle on the page you want to crop.,"Přetáhněte obdélník na stránce, kterou chcete oříznout.","Tažením vytvořte obdélník na stránce, kterou chcete oříznout.",[0.10257113724946976],"Táhnutím vytvořte obdélník na stránce, kterou chcete oříznout.",en-cs,0.2,smt,1,1_smt
27,Navigate to an ACT or GIF palette file and click Open.,Najděte soubor s paletou Act nebo GIF a klepněte na otevřít.,Najděte soubor s paletou ACT nebo GIF a klepněte na Otevřít.,[0.05991847813129425],Najděte paletový soubor ACT nebo GIF a klepněte na otevřít.,en-cs,0.2727272727272727,smt,1,1_smt
28,Export an animation as a SWF file for import into Flash.,Exportovat animaci jako soubor SWF pro import do programu flash.,"Animaci exportujte jako soubor SWF, chcete-li ji importovat do aplikace Flash.",[0.12747381627559662],Exportujte animaci jako soubor SWF pro import do programu Flash.,en-cs,0.0909090909090909,smt,1,1_smt
29,"You can create an HDR image using multiple photographs, each captured at a different exposure.","Můžete vytvořit obraz HDR pomocí více fotografií, každá s jinou expozici.","Obraz HDR můžete vytvořit s použitím několika fotografií, z nichž každá byla pořízena s jinou expozicí.",[0.1600513756275177],"Obraz HDR můžete vytvořit pomocí více fotografií, z nichž každá byla pořízena s jinou expozicí.",en-cs,0.3529411764705882,smt,1,1_smt
30,"The other images are then transformed (repositioned, stretched, or skewed, as necessary) so that overlapping content across layers is matched.","Ostatní obrazy jsou poté transformované (přemístí, natáhnout nebo natáčen podle potřeby), takže překrývající se obsah ve vrstvách je přiřazena.","Ostatní obrazy se pak transformují (změnou polohy, natažením nebo zkosením podle potřeby), aby vzájemně souhlasil překrývající se obsah ve vrstvách.",[0.31711339950561523],"Ostatní obrazy jsou poté transformovány (přemístí se, natáhnou se nebo se natočí podle potřeby), takže překrývající se obsah ve vrstvách je přiřazen.",en-cs,0.2592592592592592,smt,1,1_smt
31,Filter effects are applied in the order you select them.,"Efekty filtru se aplikují v pořadí, v jakém jste je vybrat.","Efekty filtrů se aplikují v pořadí, ve kterém je vyberete.",[0.15988951921463013],"Efekty filtru se aplikují v pořadí, v jakém jste je vybrali.",en-cs,0.0769230769230769,smt,1,1_smt
32,"Therefore, the pages are always shrunk to fit the available imaging area regardless of how the Auto-Rotate And Center option is set.","Proto stránky jsou vždy zmenšeny tak, aby odpovídala zobrazovací plochy, bez ohledu na to, jak Auto-Rotate centra a možnosti nastavení.","Proto se stránky vždy zmenší tak, aby se vešly do dostupné zobrazitelné plochy, bez ohledu na to, jak je nastavená volba Automaticky otáčet a vystředit.",[0.39775919914245605],"Proto jsou stránky vždy zmenšeny tak, aby odpovídaly dostupné zobrazovací ploše bez ohledu na nastavení volby Automaticky otočit a vystředit.",en-cs,0.5454545454545454,smt,1,1_smt
33,Click an object style in the Control panel or the Object Styles panel to apply a style.,"Klepněte na styl objektu v ovládacím panelu nebo panelu objektové styly, chcete-li aplikovat styl.",Aplikujte styl klepnutím na objektový styl v ovládacím panelu nebo v panelu Objektové styly.,[0.0637797862291336],"Klepněte na styl objektu v ovládacím panelu nebo v panelu objektové styly, chcete-li aplikovat styl.",en-cs,0.0588235294117647,smt,1,1_smt
34,"The absolute path of an instance is always a full path from a level name, regardless of which timeline calls the action; for example, the absolute path to the instance california is _level0.westCoast.california .","Absolutní cesta instance je vždy úplnou cestou od názvu úrovně, bez ohledu na to, která časová osa akci vyvolá; například absolutní cesta k instanci kalifornie je _ level0.westCoast.california.","Absolutní cesta instance je vždy úplnou cestou od názvu úrovně bez ohledu na to, která časová osa akci vyvolá; například absolutní cesta k instanci california je _level0.westCoast.california .",[0.06626397371292114],"Absolutní cesta instance je vždy úplnou cestou od názvu úrovně bez ohledu na to, která časová osa akci vyvolá; například absolutní cesta k instanci kalifornie je _ level0.westCoast.california .",en-cs,0.032258064516129,smt,1,1_smt
35,"When the FocusEvent.MOUSE_FOCUS_CHANGE event occurs, the fc() function displays the name of the component on which this event occurred.","Když FocusEvent. Mouse _ Focus _ Change dojde, fc () zobrazí název komponenty na tomto události.","Když se vyskytne událost FocusEvent.MOUSE_FOCUS_CHANGE, funkce fc() zobrazí název komponenty, na které se tato událost vyskytla.",[0.4867461323738098],"Když dojde k události FocusEvent.MOUSE_FOCUS_CHANGE, funkce fc() zobrazí název komponenty, na které k této události došlo.",en-cs,0.4,smt,1,1_smt
36,Most components require you to write some ActionScript code of your own to trigger or control a component.,"Ve většině komponent vyžadují sepsat kód jazyka ActionScript, která spustí vlastní nebo ovládací prvek komponenty.","Většina komponent vyžaduje, abyste napsali kód jazyka ActionScript, který komponentu spouští nebo ovládá.",[0.4313727915287018],"Většina komponent vyžaduje napsání vašeho vlastního kódu jazyka ActionScript, který spustí komponentu nebo ji bude ovládat.",en-cs,0.6666666666666666,smt,1,1_smt
37,Create a new Video object and attach the previously created NetStream object using the Video class’s attachNetStream() method.,Vytvořte nový objekt videa a připojte dříve vytvořených objektu NetStream pomocí třídy video 's attachNetStream ().,Vytvořte nový objekt Video a přiložte dříve vytvořený objekt NetStream pomocí metody attachNetStream() třídy Video.,[0.2440817654132843],Vytvořte nový objekt videa a připojte dříve vytvořený objekt NetStream pomocí metody attachNetStream() dané třídy videa.,en-cs,0.3684210526315789,smt,1,1_smt
38,"After you create a pattern brush, you can delete the pattern tiles from the Swatches panel if you don’t plan to use them for additional artwork.","Když vytvoříte stopu se vzorkem, můžete odstranit dlaždice vzorku v panelu vzorník, pokud neplánujete je použít pro další kresby.","Až vytvoříte stopu štětce se vzorkem, můžete dlaždice vzorků z panelu Vzorník odstranit, pokud je nechcete použít pro další kresby.",[0.12377043813467026],"Když vytvoříte stopu se vzorkem, můžete odstranit dlaždice vzorku v panelu vzorník, pokud neplánujete použít je pro další kresby.",en-cs,0.0454545454545454,smt,1,1_smt
39,Resampling adds pixels to or subtracts pixels from a resized bitmap to match the appearance of the original bitmap as closely as possible.,"Převzorkování přidá obrazové body, nebo zmenšovat obrazové body od bitmapy přizpůsobí tak, aby odpovídala vzhledu původní bitmapy co nejvíce.","Převzorkováním jsou do bitmapy přidány obrazové body nebo jsou ze zmenšené nebo zvětšené bitmapy odečteny obrazové body tak, aby co nejvíce odpovídaly vzhledu původní bitmapy.",[0.3819855749607086],"Převzorkování přidá obrazové body do velikostně přizpůsobené bitmapy nebo je od ní odečte tak, aby to co nejvíce odpovídalo vzhledu původní bitmapy.",en-cs,0.5,smt,1,1_smt
40,Then choose Object > Arrange > Send To Current Layer.,Pak zvolte objekt & gt; uspořádat & gt; poslat aktuální vrstvu.,Pak zvolte Objekt > Uspořádat > Přemístit do platné vrstvy.,[0.5828928351402283],Pak zvolte objekt > uspořádat > poslat na aktuální vrstvu.,en-cs,0.6363636363636364,smt,1,1_smt
41,You can view the DTD file in InCopy and validate stories against it to ensure that tags have been applied correctly.,"Můžete zobrazit soubor DTD v InCopy a ověřit články na tagy, abyste zajistili, že byly aplikovány správně.","Soubor DTD si můžete v InCopy zobrazit a můžete ověřit, zda tagy byly na články aplikovány správně.",[0.30191290378570557],"Soubor DTD můžete zobrazit v InCopy a ověřit, zda byly tagy na články aplikovány správně.",en-cs,0.5294117647058824,smt,1,1_smt
42,"Merge Down does not affect slices, hotspots, or buttons.","Sloučit dolů neovlivňuje řezy, aktivní oblasti nebo tlačítka.","Sloučit dolů neovlivňuje řezy, aktivní oblasti nebo tlačítka.",[0.05661865323781967],"Volba Sloučit dolů neovlivňuje řezy, aktivní oblasti ani tlačítka.",en-cs,0.1818181818181818,smt,1,1_smt
43,You can combine two or more slices into a single slice.,Můžete kombinovat dva nebo více řezů do jediného řezu.,Můžete zkombinovat dva nebo více řezů do jednoho.,[0.03710973635315895],Můžete kombinovat dva nebo více řezů do jediného řezu.,en-cs,0.0,smt,1,1_smt
44,"To apply or modify 3D effects for an existing 3D object, select the object and then double-click the effect in the Appearance panel.","Chcete-li aplikovat nebo upravit 3 d efekty pro existující 3 d objektu, vyberte objekt, a pak double-click efekt v panelu vzhled.","Chcete-li aplikovat nebo změnit 3D efekty pro existující 3D objekt, vyberte tento objekt, a pak poklepejte na efekt v panelu Vzhled.",[0.2803628742694855],"Chcete-li aplikovat nebo upravit efekty 3D pro existující objekt 3D, vyberte tento objekt a pak poklepejte na efekt v panelu Vzhled.",en-cs,0.4347826086956521,smt,1,1_smt
45,"When you paste a library item onto the Stage, the item is centered.","Když vložíte položku knihovny do vymezené plochy, položka se vystředí.","Když položku knihovny vložíte na vymezenou plochu, položka se vystředí.",[0.12451531738042831],"Když vložíte položku knihovny na Vymezenou plochu, položka se vystředí.",en-cs,0.25,smt,1,1_smt
46,"This ensures compatibility with Acrobat 4.0 and earlier, which doesn’t support transparency.","Tím se zajistí kompatibilita s aplikací Acrobat 4.0 nebo starší, který nepodporuje průhlednost.","To zajistí kompatibilitu s Acrobatem 4.0 a staršími, které průhlednost nepodporují.",[0.15596717596054077],"Tím se zajistí kompatibilita s aplikací Acrobat 4.0 či staršími, které nepodporují průhlednost.",en-cs,0.2666666666666666,smt,1,1_smt
47,"To toggle a property curve between expanded and collapsed views, click the property name.","Chcete-li přepnout křivku vlastnosti mezi rozšíření a sbalené pohledy, klepněte na název vlastnosti.","Chcete-li přepnout křivku vlastnosti mezi rozšířeným a sbaleným zobrazením, klepněte na tento název vlastnosti.",[0.16860109567642212],"Chcete-li přepnout křivku vlastnosti mezi rozbaleným a sbaleným zobrazením, klepněte na název vlastnosti.",en-cs,0.2,smt,1,1_smt
48,"Scan link attributes and click to view details such as scale, rotation, and resolution.","Chcete-li prohledat vazbu atributů a klepněte na tlačítko zobrazit podrobnosti, například měřítko, otočení a rozlišení.","Lze sledovat atributy vazby a klepnutím zobrazit podrobnosti, např. měřítko, otočení a rozlišení.",[0.1835145354270935],"Projděte atributy odkazů a klepněte na tlačítko zobrazit podrobnosti, například měřítko, otočení a rozlišení.",en-cs,0.2352941176470588,smt,1,1_smt
49,"Unlike most color swatches, which knock out by default, the black swatch overprints by default, including all black strokes, fills, and text characters.","Na rozdíl od většiny vzorník barev, které vyseknou ve výchozím nastavení černé barvy přetisky ve výchozím nastavení, včetně všech černých tahů, výplní a textových znaků.","Na rozdíl od většiny vzorků barev, které se standardně vysekávají, vzorek černé se standardně přetiskuje, včetně všech černých tahů, výplní a znaků textu.",[0.2965720593929291],"Narozdíl od většiny vzorníků barev, které jsou ve výchozím nastavení odstraněny, černý vzorník ve výchozím nastavení přetiskne, včetně všech černých tahů, výplní a textových znaků.",en-cs,0.3,smt,1,1_smt
50,"Name the file MyCellRenderer.as, put it in the same directory as the FLA file, and click the OK button.","Zadejte název souboru MyCellRenderer. as, umístit ho do stejného adresáře jako soubor Fla, a klepněte na tlačítko ok.","Pojmenujte soubor jako MyCellRenderer.as, umístěte jej do stejného adresáře jako soubor FLA a klepněte na tlačítko OK.",[0.17514227330684662],"Pojmenujte soubor MyCellRenderer.as, vložte jej do stejného adresáře jako soubor FLA a klepněte na tlačítko OK.",en-cs,0.4444444444444444,smt,1,1_smt
51,Creating and editing PDFs from 3D models requires Acrobat Pro Extended.,Vytváření a úpravy souborů PDF z 3 d modelů vyžaduje Acrobat pro Extended.,Vytvoření a úprava souborů PDF z 3D modelů vyžaduje aplikaci Acrobat Pro Extended.,[0.2934410274028778],Vytváření a úpravy souborů PDF z 3D modelů vyžaduje aplikaci Acrobat Pro Extended.,en-cs,0.2142857142857142,smt,1,1_smt
52,Another way to perform an action repeatedly over time is to use the Timer class.,"Jiný způsob, jak provádět akci opakovaně je použití třídy timer.",Dalším způsobem provedení opakované akce je použití třídy Timer.,[0.16897708177566528],"Dalším způsobem, jak provádět určitou akci opakovaně, je použít třídu Časovač.",en-cs,0.5,smt,1,1_smt
53,Hold down Alt (Windows) or Option (Mac OS) as you choose Type > Create Outlines.,Podržte stisknutou klávesu alt (Windows) nebo Option (Mac os) a zvolte text & gt; vytvořit obrysy.,Podržte klávesu Alt (Windows) nebo Option (Mac OS) a zvolte Text > Vytvořit obrysy.,[0.1152581125497818],Podržte stisknutou klávesu Alt (Windows) nebo Option (Mac) a zvolte nabídku Text &gt; Vytvořit obrysy.,en-cs,0.0909090909090909,smt,1,1_smt
54,What’s the best way to create a PDF?,"'S co nejlepší způsob, jak vytvořit PDF?","Jaký je nejlepší způsob, jak vytvořit PDF?",[0.4095923900604248],"Jaký je nejlepší způsob, jak vytvořit PDF?",en-cs,0.3333333333333333,smt,1,1_smt
55,Deselect all elements in the document.,Zrušte výběr všech prvků v dokumentu.,Odznačte všechny prvky v dokumentu.,[0.10378003865480423],Zrušte výběr všech prvků v dokumentu.,en-cs,0.0,smt,1,1_smt
56,Drag its title bar.,Přetáhněte jeho titulní pruh.,Přetáhněte jeho záhlaví.,[0.35641083121299744],Přetáhněte jeho záhlaví.,en-cs,0.5,smt,1,1_smt
57,"Before you copy HTML code, be sure that you've selected the appropriate HTML style and chosen Include HTML Comments from the General tab of the HTML Setup dialog box.","Před tím, než můžete zkopírovat kód HTML, ujistěte se, že jste vybrali odpovídající styl HTML a zvolili včetně komentářů HTML v záložce všeobecné v dialogovém okně nastavení HTML.","Předtím, než kód HTML zkopírujete, se ujistěte, že jste vybrali odpovídající styl HTML a zvolili možnost Včetně komentářů HTML na záložce Obecné v dialogovém okně Nastavení HTML.",[0.1519661396741867],"Před zkopírováním kódu HTML se ujistěte, že jste vybrali odpovídající styl HTML a na záložce Obecné v dialogovém okně Nastavení HTML jste zvolili možnost Včetně komentářů HTML.",en-cs,0.6551724137931034,smt,1,1_smt
58,"These event objects will also flow directly to the target object, without participating in the capture and bubbling phases.","Tyto objekty události bude natékat buď přímo na cílový objekt, aniž by se účastní fáze zachycení a bublinovou fázi.","Tyto objekty události budou také procházet přímo do objektu cíle, aniž by se účastnily fází zachycení nebo probublávání.",[0.44227054715156555],"Tyto objekty události také míří přímo na cílový objekt, aniž by museli procházet fázemi zachycení a bublin.",en-cs,0.4210526315789473,smt,1,1_smt
59,Drag on the Stage.,Přetáhněte na vymezené ploše.,Táhněte myší ve vymezené ploše.,[0.28540340065956116],Přetáhněte na vymezené ploše.,en-cs,0.0,smt,1,1_smt
60,Select an object or group (or target a layer in the Layers panel).,Vyberte objekt nebo skupinu (nebo v panelu vrstvy nastavte jako cíl vrstvu).,Vyberte objekt nebo skupinu (nebo v panelu Vrstvy nastavte vrstvu jako cíl operace).,[0.04119085893034935],Vyberte objekt nebo skupinu (nebo v panelu Vrstvy nastavte jako cíl vrstvu).,en-cs,0.0,smt,1,1_smt
61,The Paint Bucket tool fills adjacent pixels that are similar in color value to the pixels you click.,"Nástroj plechovka barvy vyplní sousední obrazové body, které mají podobnou barvu na hodnotu obrazových bodů, na který klepnete.","Nástroj plechovka barvy vyplní sousedící obrazové body, které mají podobné hodnoty barvy jako bod, na který klepnete.",[0.21239057183265686],"Nástroj Plechovka barvy vyplní sousední obrazové body, které mají podobnou hodnotu barvy na obrazové body, na které klepnete.",en-cs,0.238095238095238,smt,1,1_smt
62,The following tasks are things you’ll likely want to accomplish using the geometry classes in ActionScript:,"Následující úlohy jsou věci, pravděpodobně chcete dosáhnout pomocí geometrie tříd v jazyce ActionScript:","Následující úlohy jsou věci, které budete pravděpodobně chtít pomocí tříd geometrie v jazyku ActionScript zrealizovat:",[0.19764743745326996],"Následující úlohy jsou věci, které zřejmě budete chtít dosáhnout pomocí tříd geometrie v jazyce ActionScript:",en-cs,0.3529411764705882,smt,1,1_smt
63,Substitutes the standard glyph with the expert-variant glyphs.,Nahradí standardní glyf s expert-variant glyfů.,Nahradí standardní glyf expertní variantou glyfu.,[0.3702157735824585],Nahradí standardní glyf glyfy v odborné variantě.,en-cs,0.5,smt,1,1_smt
64,"For a video on creating PDFs from Creative Suite applications, see http://www.adobe.com/go/vid0209 www.adobe.com/go/vid0209.",Video o vytváření PDF ze Creative Suite naleznete v části http://www.adobe.com/go/vid0209 www.adobe.com/go/vid0209.,Video o vytváření PDF z aplikací Creative Suite najdete na http://www.adobe.com/go/vid0209_cz www.adobe.com/go/vid0209_cz.,[0.07576398551464081],Video o vytváření PDF z aplikací Creative Suite naleznete na adrese http://www.adobe.com/go/vid0209 www.adobe.com/go/vid0209.,en-cs,0.1538461538461538,smt,1,1_smt
65,The result of the blend’s effect on the base color.,Výsledek prolnutí 's efekt na základní barvu.,Výsledek aplikace efektu prolnutí na základní barvu.,[0.4709125757217407],Výsledek efektu prolnutí na základní barvu.,en-cs,0.5714285714285714,smt,1,1_smt
66,The main application file with the C# Windows Forms interface.,Hlavní soubor aplikace v c # Windows Forms rozhraní.,Hlavní soubor aplikace s rozhraním C# Windows Forms.,[0.3140382468700409],Hlavní soubor aplikace s rozhraním C# Windows Forms.,en-cs,0.3,smt,1,1_smt
67,Return to to see the edited version of the sound file in the Library panel.,Chcete-li se vrátit k zobrazení upravené verze zvukového souboru v panelu knihovna.,Vraťte se do aplikace a zobrazte upravenou verzi zvukového souboru v panelu Knihovna.,[0.31060993671417236],Vraťte se do aplikace a zobrazte upravenou verzi zvukového souboru v panelu Knihovna.,en-cs,0.5,smt,1,1_smt
