index,src,mt,ref,dp_runs_scores,pe,lp,human_score,system,doc_id,sys_doc_id
11,Your doctor may take blood tests to monitor your blood cell levels and liver function.,"Ārsts var veikt asins analīzes, lai kontrolētu Jūsu asins šūnu un aknu funkcijas rādītājus.","Lai kontrolētu cukura līmeni asinīs un aknu darbību, Jūsu ārsts var veikt asins analīzes.",[0.045785367488861084],"Ārsts var veikt asins analīzes, lai kontrolētu jūsu asins šūnu līmeņa un aknu funkcijas rādītājus.",en-lv,0.0588235294117647,nmt,1,1_nmt
12,Elaprase treatment should be supervised by a physician or other healthcare professional experienced in the management of patients with MPS II disease or other inherited metabolic disorders.,"Ārstēšana ar Elaprase ir jāuzrauga ārstam vai cits veselības aprūpes speciālistam, kam ir pieredze MPS - 2 slimības vai citu iedzimtu vielmaiņas slimību ārstēšanā.","Ārstēšanu ar Elaprase drīkst veikt tikai tāda ārsta vai cita veselības aprūpes profesionāļa uzraudzībā, kuram ir pieredze Hantera sindroma vai citu iedzimtu vielmaiņas slimību ārstēšanā.",[0.1009722575545311],"Ārstēšana ar Elaprase ir jāuzrauga ārstam vai citam veselības aprūpes speciālistam, kam ir pieredze MPS II slimības vai citu iedzimtu vielmaiņas slimību ārstēšanā.",en-lv,0.12,nmt,1,1_nmt
13,The systemic exposure at this dose represents 2 – 3 times the clinical exposure at the recommended clinical dose of 2 g/day.,"Sistēmiskā iedarbība, lietojot šo devu 2 reizes dienā, ir 2 – 3 reizes lielāka par klīnisko iedarbību, lietojot ieteicamās klīniskās devas – 2 g dienā.","Sistēmiskā iedarbība, lietojot šādu devu, bija 2 – 3 reizes lielāka nekā lietojot klīniski ieteikto devu – 2 g dienā.",[0.07766445726156235],"Sistēmiskā iedarbība, lietojot šo devu, ir 2–3 reizes lielāka par klīnisko iedarbību, lietojot ieteicamo klīnisko devu 2 g dienā.",en-lv,0.4347826086956521,nmt,1,1_nmt
14,The replacement insulin acts in same way as naturally produced insulin and helps glucose enter cells from the blood.,"Insulīna aizstājējs darbojas tāpat kā dabīgais insulīns, veicina glikozes iekļūšanu šūnās no asinīm.","Insulīna aizstājējs darbojas tāpat kā dabīgais insulīns, veicinot glikozes iekļūšanu šūnās no asinīm.",[0.030243216082453728],Insulīna aizstājējs darbojas tāpat kā dabīgi radītais insulīns un veicina glikozes iekļūšanu šūnās no asinīm.,en-lv,0.1875,nmt,1,1_nmt
15,Pull off the big outer needle cap and keep it for later.,Noņemiet adatas ārējo uzgali un Saglabājiet to.,Noņemiet adatas ārējo uzgali un saglabājiet to.,[0.022613273933529854],Noņemiet adatas lielo ārējo uzgali un saglabājiet to.,en-lv,0.1111111111111111,nmt,1,1_nmt
16,"Glivec significantly prolonged RFS, with 75% of patients being recurrence-free at 38 months in the Glivec group vs.","52 mēnešos Glivec grupā, salīdzinot ar","Glivec ievērojami pagarināja RFS, kā rezultātā 75% pacientu Glivec grupā dzīvildze bez recidīva bija",[0.6906120777130127],"Glivec ievērojami pagarināja RFS, kā rezultātā 75% pacientu Glivec grupā dzīvildze bez recidīva bija 38 mēneši, salīdzinot ar",en-lv,0.7619047619047619,nmt,1,1_nmt
17,Rapid injection can cause a drop in your blood pressure and make you feel faint or even pass out.,"Strauja injekcija var izraisīt asinsspiediena pazemināšanos, kā arī izraisīt ģīboni vai pat atveseļošanos.",Strauja ievadīšana var izraisīt asinsspiediena pazemināšanos un likt Jums izjust nespēku vai pat izraisīt ģīboni.,[0.12739837169647217],"Strauja injekcija var izraisīt asinsspiediena pazemināšanos, kā arī izraisīt reiboni vai pat ģīboni.",en-lv,0.1333333333333333,nmt,1,1_nmt
18,"However, variability was seen in both C1 hr (Day 4 geometric mean","Tomēr mainīgums tika konstatēts, kā mainīgais ra (4. diena – 1. 75 - 1. dienā - 1. dienā).","Tomēr, variabilitāte tika novērota gan C1 hr (vidējais ģeometriskais rādītājs 11,73 µg/ml 4. dienā, robežās no",[0.7654421329498291],Tomēr mainīgums tika konstatēts gan C1 hr (4. dienas ģeometriskais vidējais,en-lv,1.0,nmt,1,1_nmt
19,The experience with Glivec in patients with MDS/MPD associated with PDGFR gene re-arrangements is very limited (see section 5.1).,"Pieredze par Glivec lietošanu pacientiem ar MDS/MPD, kas saistīta ar PDGFR gēnu pārkārtošanos, ir ļoti ierobežota (skatīt 5.1. apakšpunktu).","Pieredze par Glivec lietošanu pacientiem ar MDS/MPD, kas saistīta ar PDGFR gēnu pārkārtošanos ir ļoti ierobežota (skatīt 5.1. apakšpunktu).",[0.02034260891377926],"Pieredze par Glivec lietošanu pacientiem ar MDS/MPD, kas saistīta ar PDGFR gēnu pārkārtošanos, ir ļoti ierobežota (skatīt 5.1. apakšpunktu).",en-lv,0.0,nmt,1,1_nmt
20,"Although stable over time, a certain amount of insulin will initially be adsorbed to the material of the infusion bag.","Lai gan stabils laiks, viss insulīna daudzums tiks adsorbināts, lai atvieglotu infūzijas maisu saturu.","Lai gan stabils laika gaitā, sākotnēji noteikts insulīna daudzums adsorbējas infūzijas maisa materiālā.",[0.40909555554389954],"Lai gan laika gaitā insulīns ir stabils, sākumā daļa insolīna tiek adsorbēta infūzijas maisa materiālā.",en-lv,0.7647058823529411,nmt,1,1_nmt
21,How to use the Treatment Diary,Kā lietot ārstēšanas dienasgrāmatu,Kā izmantot ārstēšanās dienasgrāmatu,[0.028662385419011116],Kā lietot ārstēšanas dienasgrāmatu,en-lv,0.0,nmt,1,1_nmt
22,How to use the Treatment Diary,Kā lietot ārstēšanas dienasgrāmatu,Kā izmantot ārstēšanās dienasgrāmatu,[0.028662385419011116],Kā lietot ārstēšanās dienasgrāmatu,en-lv,0.25,nmt,1,1_nmt
23,Hypogammaglobulinaemia in patients after allogeneic haematopoietic stem cell transplantation,Hipogammaglobulinēmija pacientiem pēc alogēnas asinsrades cilmes šūnu transplantācijas,Hipogammaglobulinēmija pacientiem pēc alogēnas asinsrades cilmes šūnu transplantācijas,[0.013402593322098255],Hipogammaglobulinēmija pacientiem pēc alogēno asinsrades cilmes šūnu transplantācijas,en-lv,0.125,nmt,1,1_nmt
24,"Prior to reconstitution, do not store above 25°C.",Pirms atšķaidīšanas uzglabāt temperatūrā līdz 25 °C.,Pirms sagatavošanas uzglabāt temperatūrā līdz 25°C.,[0.01883964240550995],Pirms sagatavošanas uzglabāt temperatūrā līdz 25 °C.,en-lv,0.1111111111111111,nmt,1,1_nmt
25,"Rarely, haemolytic anaemia has been reported in patients treated with pemetrexed.","Retos gadījumos pacientiem, kuri tika ārstēti ar pemetreksedu, novērota hemolītiskā anēmija.",Reti ziņots par hemolītisko anēmiju pacientiem ārstētiem ar pemetreksedu.,[0.04755828529596329],"Retos gadījumos pacientiem, kuri tika ārstēti ar pemetreksedu, novērota hemolītiskā anēmija.",en-lv,0.0,nmt,1,1_nmt
26,Hydrochloric acid and/or sodium hydroxide (pH adjustment),Sālsskābe un/vai nātrija hidroksīds (pH korekcijai),Sālsskābe un/vai nātrija hidroksīds (pH līmeņa stabilizators),[0.015453197993338108],Sālsskābe un/vai nātrija hidroksīds (pH korekcijai),en-lv,0.0,nmt,1,1_nmt
28,The highest dose administered to 12 patients in a clinical trial was 180 mg as a single dose subcutaneously.,"Lielākā devā, kas lietota 12 pacientiem klīniskajos pētījumos, ir 180 mg vienreizējā devā subkutāni.","Klīniskā pētījumā lielākā lietotā deva, ko saņēma 12 pacienti, bija 180 mg vienreizēji zemādā.",[0.13253681361675262],"Lielākā devā, kas lietota 12 pacientiem klīniskajos pētījumos, ir 180 mg vienreizējā devā subkutāni.",en-lv,0.0,nmt,1,1_nmt
29,You may get general side effects affecting your body as a whole.,"Jums var rasties vispārējas blakusparādības, kas ietekmē Jūsu ķermeni.","Jums var būt vispārējas blakusparādības, kas ietekmē visu Jūsu organismu kopumā.",[0.03688821569085121],"Jums var rasties vispārējas blakusparādības, kas ietekmē Jūsu ķermeni.",en-lv,0.0,nmt,1,1_nmt
30,"If you suddenly stop treatment, depression may occur.","Ja Jūs pēkšņi pārtraucat lietot ārstēšanu, depresija var parādīties.","Ja Jūs pēkšņi pārtraucat zāļu lietošanu, var rasties depresija.",[0.05054011195898056],"Ja pēkšņi pārtraucat ārstēšanu, var parādīties depresija.",en-lv,0.4444444444444444,nmt,1,1_nmt
31,"Take special care with CEPROTIN, if symptoms of allergy occur.","Īpaša piesardzība, lietojot CEPROTIN, nepieciešama šādos gadījumos:","Īpaša piesardzība, lietojot CEPROTIN, nepieciešama šādos gadījumos: ja rodas alerģijas simptomi.",[0.3466033637523651],"Īpaša piesardzība, lietojot CEPROTIN, nepieciešama, ja tiek pamanīti alerģijas simptomi.",en-lv,0.5,nmt,1,1_nmt
32,Treatment was administered until disease progression or development of an unacceptable toxicity.,Ārstēšanu tika lietota līdz slimības progresēšanai vai attīstības attīstībai.,"Ārstēšanu turpināja līdz slimības progresēšanai vai līdz brīdim, kad toksicitāte kļuva nepieņemama.",[0.24332155287265778],Ārstēšana tika lietota līdz slimības progresēšanai vai nepieņemamas toksicitātes attīstībai.,en-lv,0.2727272727272727,nmt,1,1_nmt
33,The radioactive amount of the diluted generator eluate must not exceed 1.8 GBq when it is added to the vial.,"Ja flakons ir pievienots flakonā, var pārsniegt 1, 8 GBq.","Iepildīšanas brīdī injekciju šķīduma radioaktivitāte nedrīkst pārsniegt 1,8 GBq.",[0.8057201504707336],"Atšķaidītā ģeneratora eluāta radioaktīvais daudzums nedrīkst pārsniegt 1,8 GBq, kad tas tiek pievienots flakonam.",en-lv,0.875,nmt,1,1_nmt
34,"Therefore, patients with known hypersensitivity to peanut or soya, should be monitored closely for signs of an allergic reaction.","Tāpēc pacienti ar zināmu paaugstinātu jutību pret zemesriekstiem vai soju ir rūpīgi jānovēro, vai nerodas alerģiska reakcija pazīmes.","Tāpēc pacienti, kuriem ir konstatēta paaugstināta jutība pret zemesriekstiem vai soju, ir rūpīgi jānovēro, lai konstatētu alerģiskas reakcijas simptomus.",[0.06701608747243881],"Tāpēc pacienti, kam zināma paaugstināta jutība pret zemesriekstiem vai soju, ir rūpīgi jānovēro, vai nerodas alerģiskas reakcijas pazīmes.",en-lv,0.3636363636363636,nmt,1,1_nmt
35,Store below 25°C (for PVC/PE/PVDC/aluminium blisters) Or,Uzglabāt temperatūrā līdz 25 °C (PVC/PE/PVDC/aluminium īnija blisteri) vai,Uzglabāt temperatūrā līdz 25°C (PVH/PE/PVDH/alumīnija blisteri).,[0.05295950174331665],Uzglabāt temperatūrā līdz 25 °C (PVC/PE/PVDC/alumīnija blisteri) vai,en-lv,0.1176470588235294,nmt,1,1_nmt
36,Alternative light-protection may be used in the clean room.,Tīrā apgaismojumā var izmantot alternatīvu gaismas ievadīšanu.,Var tikt izmantota alternatīva aizsardzība neapgaismotā telpā.,[0.2665092349052429],Var tikt izmantota alternatīva aizsardzība neapgaismotā telpā.,en-lv,0.875,nmt,1,1_nmt
37,"These have generally occurred in patients with advanced malignant diseases, sepsis, taking multiple chemotherapy medications or undergoing apheresis (see section 4.4).","Tās parasti radās pacientiem ar progresējošu ļaundabīgu slimību, sepsi pēc vairāku ķīmijterapijas līdzekļu vai staru terapijas (skatīt apakšpunktu 4. 4).","Tie parasti radās pacientiem ar progresējošām ļaundabīgām slimībām, sepsi, lietojot vairākas ķīmijterapijas zāles, vai kuriem tika veikta aferēze (skatīt 4.4. apakšpunktu).",[0.282532274723053],"Tās parasti radās pacientiem ar progresējošu ļaundabīgu slimību, sepsi, lietojot vairākus ķīmijterapijas līdzekļus vai veicot aferēzi (skatīt 4.4. apakšpunktu).",en-lv,0.4166666666666667,nmt,1,1_nmt
38,"Animal studies do not indicate direct or indirect harmful effects with respect to pregnancy, embryonal/foetal development or","Pētījumi ar dzīvniekiem tiešu vai netiešu kaitīgu ietekmi uz grūtniecību, embrionālo/augļa attīstību un","Pētījumi ar dzīvniekiem nav atklājuši tiešu vai netiešu kaitīgu ietekmi uz grūtniecību, embrija/augļa attīstību vai dzemdībām (skatīt",[0.15245632827281952],"Pētījumi ar dzīvniekiem neliecina par tiešu vai netiešu kaitīgu ietekmi uz grūtniecību, embrionālo/augļa attīstību un",en-lv,0.1111111111111111,nmt,1,1_nmt
39,"Based on its high molecular weight, poor aqueous solubility, and extensive erythrocyte and plasma protein binding, it is anticipated that tacrolimus will not be dialysable.","Ņemot vērā to, ka ir augsta blīvuma ķermeņa masa, vājš ūdens šķīdība un izteikta eritrocītu un plazmas olbaltumvielu saistīšanās, ir paredzams, ka takrolīms nevar izvadīt no organisma ar dialīzi.","Ņemot vērā tā lielo molekulārmasu, vājo šķīdību ūdenī un plašo saistīšanos ar eritrocītiem un plazmas olbaltumvielām, tiek uzskatīts, ka takrolīms netiek izvadīts ar dialīzi.",[0.18619592487812042],"Ņemot vērā tā lielo molekulārmasu, vājo šķīdību ūdenī un izteikto eritrocītu un plazmas olbaltumvielu saistīšanos, tiek uzskatīts, ka takrolīmu nevar izvadīt no organisma ar dialīzi.",en-lv,0.5517241379310345,nmt,1,1_nmt
40,"If you have been told by your doctor that you cannot tolerate or digest some sugars, talk to your doctor, nurse or pharmacist before you are given this medicine.","Ja ārsts Jums ir teicis, ka Jums ir kāda cukura nepanesība, konsultējieties ar ārstu, medmāsu vai farmaceitu, pirms šo zāļu lietošanas.","Ja ārsts Jums ir teicis, ka Jums ir kāda cukura nepanesība, pirms šo zāļu lietošanas konsultējaties ar ārstu, medmāsu vai farmaceitu.",[0.017713012173771858],"Ja ārsts jums ir teicis, ka jums ir kāda cukura nepanesība vai nevarat to sagremot, pirms šo zāļu lietošanas konsultējieties ar ārstu, medmāsu vai farmaceitu.",en-lv,0.2413793103448276,nmt,1,1_nmt
41,"- Clonidine, a medicine used to reduce high blood pressure.","- klonidīnu, zāles, ko izmanto augsta asinsspiediena pazemināšanai.","- klonidīnu, zāles, ko lieto augsta asinsspiediena pazemināšanai;",[0.01901836134493351],"- Klonidīns, zāles, ko lieto augsta asinsspiediena pazemināšanai.",en-lv,0.1818181818181818,nmt,1,1_nmt
42,"- Clonidine, a medicine used to reduce high blood pressure.","- klonidīnu, zāles, ko izmanto augsta asinsspiediena pazemināšanai.","- klonidīnu, zāles, ko lieto augsta asinsspiediena pazemināšanai;",[0.01901836134493351],"- klonidīnu, zāles, ko izmanto augsta asinsspiediena pazemināšanai.",en-lv,0.0,nmt,1,1_nmt
43,Your doctor will decide how much Cancidas you need and for how long each day.,"Ārsts izlems, cik daudz Cancidas jālieto un cik ilgi katru dienu.","Jūsu ārsts izlems, cik daudz un cik ilgi Cancidas Jums nepieciešams katru dienu.",[0.03225673735141754],"Ārsts izlems, cik daudz un cik ilgi Cancidas jālieto katru dienu.",en-lv,0.0769230769230769,nmt,1,1_nmt
44,Your doctor may advise you that it is appropriate to use a syringe pump to regulate the injection of Ceplene.,"Jūsu ārsts Jums norādīs, ka Jums jālieto šļirces sūknis, lai koriģētu Ceplene injicēšanu.","Jūsu ārsts var ieteikt izmantot šļirces sūkni, lai regulētu Ceplene injicēšanu.",[0.05800651013851166],"Jūsu ārsts var ieteikt izmantot šļirces sūkni, lai regulētu Ceplene injicēšanu.",en-lv,0.6153846153846154,nmt,1,1_nmt
45,You must tell your doctor as soon as possible when you start experiencing any of these side effects.,"Ja Jums rodas kāda no šīm blakusparādībām, pēc iespējas ātrāk informējiet ārstu.","Ja Jums rodas kāda no šīm blakusparādībām, Jums tas pēc iespējas ātrāk jāpasaka ārstam.",[0.02538442797958851],"Ja Jums rodas kāda no šīm blakusparādībām, pēc iespējas ātrāk informējiet ārstu.",en-lv,0.0,nmt,1,1_nmt
46,Clinical trials with Focetria H1N1v,Focetria klīniskie pētījumi,Klīniskie pētījumi ar Focetria H1N1v,[0.3774022161960602],Klīniskie pētījumi ar Focetria H1N1,en-lv,0.6,nmt,1,1_nmt
47,Ask your doctor which method is best for you.,Jautājiet ārstam par Jums piemērotāko metodi.,Jautājiet ārstam par Jums piemērotāko metodi.,[0.01113686989992857],Jautājiet ārstam par Jums piemērotāko metodi.,en-lv,0.0,nmt,1,1_nmt
48,"Concomitant administration of substances that are also tubularly secreted (e.g. probenecid, penicillin) could potentially result in delayed clearance of pemetrexed.","Vienlaikus lietojot vielas, kas arī ir arī tubulīna (piemēram, probenecīdu, penicilīnu), var ietekmēt pemetrekseda klīrensu.","Lietojot vienlaikus ar vielām, kas arī tiek sekretētas kanāliņos (piemēram, probenecīdu, penicilīnu), var aizkavēties pemetrekseda klīrenss.",[0.20568722486495972],"Vienlaikus lietojot vielas, kas arī tiek izvadītas ar tubulāro sekrēciju (piemēram, probenecīds, penicilīns), var tikt ietekmēts pemetrekseda klīrenss.",en-lv,0.4,nmt,1,1_nmt
49,Patients should be advised to immediately contact their physician if these symptoms occur (see section 4.4).,"Pacientiem jāiesaka nekavējoties sazināties ar ārstu, ja parādās šādi simptomi (skatīt apakšpunktu 4. 4).","Ja parādās iepriekš minētie simptomi, pacientam noteikti jāgriežas pie ārsta (skatīt apakšpunktā 4.4).",[0.25242653489112854],"Pacientiem jāiesaka nekavējoties sazināties ar ārstu, ja parādās šādi simptomi (skatīt 4.4. apakšpunktu).",en-lv,0.2352941176470588,nmt,1,1_nmt
50,"For intravenous use, single use administration only.","Intravenozai lietošanai, tikai vienreizējai lietošanai.","Intravenozai lietošanai, tikai vienreizējai ievadīšanai.",[0.06123394891619682],"Intravenozai lietošanai, tikai vienreizējai lietošanai.",en-lv,0.0,nmt,1,1_nmt
51,"You may need to read it again. • If you have any further questions, ask your doctor or pharmacist. • If you get any side effects, talk to your doctor or pharmacist.","Iespējams, ka vēlāk to vajadzēs pārlasīt. • ja Jums rodas jebkādi jautājumi, vaicājiet ārstam vai farmaceitam. • ja Jums rodas jebkādas blakusparādības, konsultējieties ar ārstu vai farmaceitu.","Iespējams, ka vēlāk to vajadzēs pārlasīt. • Ja Jums rodas jebkādi jautājumi, vaicājiet ārstam vai farmaceitam. • Ja Jums rodas jebkādas blakusparādības, konsultējieties ar ārstu vai farmaceitu.",[0.022899728268384933],"Iespējams, ka vēlāk to vajadzēs pārlasīt. • Ja jums rodas jebkādi jautājumi, vaicājiet ārstam vai farmaceitam. • Ja jums rodas jebkādas blakusparādības, konsultējieties ar ārstu vai farmaceitu.",en-lv,0.0,nmt,1,1_nmt
53,"In the event of overdose, symptomatic and supportive treatment immediately should be started and maintained it for as long as necessary.","Pārdozēšanas gadījumā nekavējoties jāsāk simptomātiska un atbalstoša terapija, un tā jāturpina tik ilgi, cik nepieciešams.","Pārdozēšanas gadījumā jāsāk tūlītēja vispārēja simptomātiska un uzturoša terapija un tā jāturpina, cik ilgi nepieciešams.",[0.030692195519804955],"Pārdozēšanas gadījumā nekavējoties jāsāk simptomātiska un atbalstoša terapija, un tā jāturpina tik ilgi, cik nepieciešams.",en-lv,0.0,nmt,1,1_nmt
54,To give yourself a subcutaneous injection you will need:,"Lai izdarītu sev subkutānu injekciju, Jums būs nepieciešams:","Lai veiktu sev subkutānu injekciju, Jums būs vajadzīgi šādi piederumi:",[0.042794421315193176],"Lai veiktu sev subkutānu injekciju, jums būs nepieciešams:",en-lv,0.1,nmt,1,1_nmt
55,The following types of reactions have been reported mainly from post-marketing experience with Glivec.,Par turpmāk minētajiem reakciju veidiem ziņots galvenokārt Glivec pēcreģistrācijas lietošanas periodā.,Par turpmāk minētajiem reakciju veidiem ziņots galvenokārt Glivec pēcreģistrācijas lietošanas periodā.,[0.018374178558588028],Par turpmāk minētajiem reakciju veidiem ziņots galvenokārt Glivec pēcreģistrācijas lietošanas periodā.,en-lv,0.0,nmt,1,1_nmt
56,The following types of reactions have been reported mainly from post-marketing experience with Glivec.,Par turpmāk minētajiem reakciju veidiem ziņots galvenokārt Glivec pēcreģistrācijas lietošanas periodā.,Par turpmāk minētajiem reakciju veidiem ziņots galvenokārt Glivec pēcreģistrācijas lietošanas periodā.,[0.018374178558588028],Par šī tipa reakcijām ziņots galvenokārt Glivec pēcreģistrācijas lietošanas periodā.,en-lv,0.3636363636363636,nmt,1,1_nmt
57,"The studies compared Ganfort with bimatoprost, timolol, or bimatoprost and timolol given at the same time after three weeks to four months of treatment.","Šajos pētījumos Ganfort salīdzināja ar bimatoprostu, timololu vai bimatoprostu un timololu katru dienu pēc trīs nedēļām līdz četriem terapijas mēnešiem.","Pētījumos Ganfort salīdzināja ar bimatoprostu, timololu vai bimatoprostu un timololu, ko lietoja vienlaikus pēc ārstēšanas, kas ilga no trim nedēļām līdz četriem mēnešiem.",[0.09842539578676224],"Šajos pētījumos Ganfort salīdzināja ar bimatoprostu, timololu vai bimatoprostu un timololu, lietojot tos vienā un tajā pašā laikā, pēc trīs nedēļu līdz četru mēnešu terapijām.",en-lv,0.4482758620689655,nmt,1,1_nmt
58,The vaccination schedule depends on the age of the subject.,Vakcinācijas shēma ir atkarīgs no pacienta vecuma.,Vakcinēšanas grafiks ir atkarīgs no personas vecuma.,[0.08356945216655731],Vakcinācijas grafiks ir atkarīgs no pacienta vecuma.,en-lv,0.125,nmt,1,1_nmt
59,"Fabrazyme should not be administered with chloroquine, amiodarone, benoquin or gentamycin due to a theoretical risk of inhibition of intra-cellular α-galactosidase activity.","Fabrazyme nedrīkst lietot vienlaikus ar hlorokvīnu, amiodaronu, benoonu vai gentamicīnu, jo teorētiski pastāv risks, ka pastāv faktora α - galaktozidāzes aktivitāte.","Fabrazyme nevajadzētu lietot ar hlorohīnu, amiodaronu, benohīnu vai gentamicīnu, jo teorētiski pastāv risks, ka varētu pazemināties α-galaktozidāzes aktivitāte šūnās.",[0.1239456832408905],"Fabrazyme nedrīkst lietot vienlaikus ar hlorokvīnu, amiodaronu, benohīnu vai gentamicīnu, jo teorētiski pastāv risks, ka varētu pazemināties faktora α - galaktozidāzes aktivitāte šūnās.",en-lv,0.1428571428571428,nmt,1,1_nmt
60,"Upon storage, a fine white deposit with a clear colourless supernatant can be observed.","Uzglabāšanas laikā var novērot smalkas, baltas nogulsnes ar dzidru, bezkrāsainu virspusējo slāni.","Uzglabāšanas laikā var novērot smalkas, baltas nogulsnes ar caurspīdīgu, bezkrāsainu virspusējo slāni.",[0.023399924859404564],"Uzglabāšanas laikā var novērot smalkas, baltas nogulsnes ar dzidru, bezkrāsainu virspusējo slāni.",en-lv,0.0,nmt,1,1_nmt
