index,src,mt,ref,dp_runs_scores,pe,lp,human_score,system,doc_id,sys_doc_id
26,"Select Commands > Create AIR Package, and click Preview.","Wählen Sie ""Befehle"" > ""AIR-Paket erstellen"" und klicken Sie auf ""Vorschau.""","Wählen Sie ""Befehle"" > ""AIR-Paket erstellen"" und klicken Sie auf ""Vorschau.""",[0.009307611733675003],"Wählen Sie ""Befehle"" > ""AIR-Paket erstellen"" und klicken Sie auf ""Vorschau"".",en-de,0.0,nmt,1,1_nmt
27,The Rollback feature is only available if your Contribute administrator enabled it.,"Die Funktion ""Zurück zu früherer Version"" ist nur verfügbar, wenn der Contribute-Administrator sie aktiviert hat.","Diese Funktion ist nur verfügbar, wenn der Contribute-Administrator sie aktiviert hat.",[0.03489934280514717],"Die Funktion ""Zurück zu früherer Version"" ist nur verfügbar, wenn der Contribute-Administrator sie aktiviert hat.",en-de,0.0,nmt,1,1_nmt
28,Select Window > Properties > Properties.,"Wählen Sie ""Fenster"" > ""Eigenschaften"" > ""Eigenschaften.""","Wählen Sie ""Fenster"" > ""Eigenschaften"" > ""Eigenschaften.""",[0.009476711973547935],"Wählen Sie ""Fenster"" > ""Eigenschaften"" > ""Eigenschaften"".",en-de,0.0,nmt,1,1_nmt
29,You can embed PDF conversion and preflight settings in a JDF package.,Sie können PDF-Konvertierungs- und Preflight-Einstellungen in ein JDF-Paket einbetten.,Sie können PDF-Konvertierungs- und Preflight-Einstellungen in ein JDF-Paket einbetten.,[0.01247184444218874],Sie können PDF-Konvertierungs- und Preflight-Einstellungen in ein JDF-Paket einbetten.,en-de,0.0,nmt,1,1_nmt
30,You cannot adjust any of the options in the following steps.,In den folgenden Schritten können Sie keine der Optionen einstellen.,Die Optionen in den folgenden Schritten können nicht geändert werden.,[0.012938059866428375],In den folgenden Schritten können Sie keine der Optionen einstellen.,en-de,0.0,nmt,1,1_nmt
31,"This option determines how InDesign handles colors that do not have a color profile associated with them (for example, imported images without embedded profiles).","Mit dieser Option wird festgelegt, wie Farben, denen kein Farbprofil zugewiesen ist, in InDesign gehandhabt werden (z. B. importierte Bilder ohne eingebettete Profile).","Diese Option bestimmt, wie InDesign Farben handhabt, denen kein Farbprofil zugewiesen wurde (z. B. importierte Bilder ohne eingebettete Profile).",[0.030354805290699005],"Mit dieser Option wird festgelegt, wie Farben, denen kein Farbprofil zugewiesen ist, in InDesign gehandhabt werden (z. B. importierte Bilder ohne eingebettete Profile).",en-de,0.0,nmt,1,1_nmt
32,"Similarly, 3cm * 50% equals 3 centimeters multiplied by 50%, or 1.50 cm, and 50pt + 25% equals 50 points plus 25% of 50 points, or 62.5 points.","Ähnlich entspricht 3cm * 50% 3 cm mit einer Breite von 50% und 50% und 50 Pt + 25% entspricht 50 Punkt plus 25% von 50 Punkt oder 62,5 Punkt.","Analog entspricht 3 cm * 50% der Rechnung 3 Zentimeter multipliziert mit 50 Prozent, also 1,50 cm, und 50 pt + 25% entspricht 50 Punkt plus 25 Prozent, also 62,5 Punkt.",[0.1750699281692505],"Dementsprechend entspricht 3 cm * 50 % 3 cm multipliziert mit einer Breite von 50 % oder 1,50 cm und 50 Pt + 25 % entspricht 50 Punkt plus 25 % von 50 Punkt oder 62,5 Punkt.",en-de,0.1842105263157894,nmt,1,1_nmt
33,Enter the name of the Snapshot in the Name text box.,"Geben Sie im Textfeld ""Name"" den Namen des Schnappschusses ein.","Geben Sie den Namen des Schnappschusses im Textfeld ""Name"" ein.",[0.009458919055759907],"Geben Sie im Textfeld ""Name"" den Namen des Schnappschusses ein.",en-de,0.0,nmt,1,1_nmt
34,"To create the most rounded corners while dragging with the Rounded Rectangle tool, press the Right Arrow key.","Wenn Sie beim Ziehen mit dem Abgerundetes-Rechteck-Werkzeug die Ecken mit abgerundeten Ecken erstellen möchten, drücken Sie die Nach-rechts-.","Sollen beim Ziehen mit dem Abgerundetes-Rechteck-Werkzeug Ecken mit dem größtmöglichen Radius (runde Ecken) erstellt werden, drücken Sie die Nach-rechts-Taste.",[0.19459104537963867],"Wenn Sie beim Ziehen mit dem Abgerundetes-Rechteck-Werkzeug die Ecken mit abgerundeten Ecken erstellen möchten, drücken Sie die Nach-rechts-Taste.",en-de,0.05,nmt,1,1_nmt
35,Select the Brush or Pencil tool from the Bitmap section of the Tools panel.,"Wählen Sie im Bedienfeld ""Werkzeuge"" im Bereich ""Bitmap"" den Pinsel oder den Buntstift aus.","Wählen Sie im Bereich ""Bitmap"" des Bedienfelds ""Werkzeuge"" den Pinsel oder den Bleistift aus.",[0.01342836208641529],"Wählen Sie im Bedienfeld ""Werkzeuge"" im Bereich ""Bitmap"" den Pinsel oder den Buntstift aus.",en-de,0.0,nmt,1,1_nmt
36,Some websites have hundreds or even thousands of pages.,Einige Websites haben zu Hunderten oder sogar Tausende von Seiten.,Manche Websites bestehen aus Hunderten oder gar Tausenden von Seiten.,[0.10204421728849411],Einige Websites haben Hunderten oder sogar Tausende von Seiten.,en-de,0.1,nmt,1,1_nmt
37,"When you're painting with a color other than black or white, successive strokes with a painting tool produce progressively darker colors.","Wenn Sie mit einer anderen Farbe als Schwarz oder Weiß malen, werden durch aufeinander folgende Konturen mit einem Malwerkzeug schrittweise dunklere Farben erzeugt.","Malen Sie mit einer anderen Farbe als Weiß oder Schwarz, werden mit einem Malwerkzeug erstellte aufeinander folgende Striche immer dunkler.",[0.05728961154818535],"Wenn Sie mit einer anderen Farbe als Schwarz oder Weiß malen, werden durch aufeinander folgende Konturen mit einem Malwerkzeug schrittweise dunklere Farben erzeugt.",en-de,0.0,nmt,1,1_nmt
38,"For example, you can hide a layer containing a copyright notice whenever a document is displayed on screen, while ensuring that the layer always prints.","Sie können beispielsweise eine Ebene ausblenden, die einen Copyright-Hinweis enthält, wenn ein Dokument auf dem Bildschirm angezeigt wird. Dabei wird sichergestellt, dass die Ebene stets gedruckt wird.",Sie können beispielsweise eine Ebene mit einem Urheberrechtshinweis beim Anzeigen des Dokuments auf dem Bildschirm einfach ausblenden. Das Drucken der Ebene ist jedoch immer möglich.,[0.12185277044773102],"Sie können beispielsweise eine Ebene ausblenden, die einen Copyright-Hinweis enthält, wenn ein Dokument auf dem Bildschirm angezeigt wird. Dabei wird sichergestellt, dass die Ebene stets gedruckt wird.",en-de,0.0,nmt,1,1_nmt
39,Type percentages from 1 to 1000 in the Width and Height boxes.,"Geben Sie in den Feldern ""Breite"" und ""Höhe"" Prozentwerte zwischen 1 und 1000 ein.","Geben Sie Prozentzahlen zwischen 1 und 1000 in die Felder ""Breite"" und ""Höhe"" ein.",[0.015021435916423798],"Geben Sie in den Feldern ""Breite"" und ""Höhe"" Prozentwerte zwischen 1 und 1000 ein.",en-de,0.0,nmt,1,1_nmt
40,"Also, virtually all desktop scanners can produce TIFF images.",Zudem können fast alle Desktopscanner TIFF-Bilder erzeugen.,So gut wie alle Desktop-Scanner können TIFF-Bilder erstellen.,[0.021861672401428223],Zudem können fast alle Desktopscanner TIFF-Bilder erzeugen.,en-de,0.0,nmt,1,1_nmt
41,"If you click Yes to maintain the multiple-page spreads, brackets surround the numbers on those spreads in the Pages panel, indicating that those spreads are not allowed to shuffle.","Wenn Sie auf ""Ja"" klicken, um die mehrseitigen Druckbögen zu erhalten, werden die Zahlen auf diesen Druckbögen im Bedienfeld ""Seiten"" eingeschlossen. Dadurch wird angegeben, dass diese Druckbögen nicht zulässig sind.","Wenn Sie auf ""Ja"" klicken, um die mehrseitigen Druckbögen beizubehalten, werden im Seitenbedienfeld Klammern um diese Druckbögen herum angezeigt. Die Klammern weisen darauf hin, dass bei diesen Druckbögen keine neue Anordnung zulässig ist.",[0.08152086287736893],"Wenn Sie auf ""Ja"" klicken, um die mehrseitigen Druckbögen zu erhalten, werden die Zahlen auf diesen Druckbögen im Bedienfeld ""Seiten"" eingeschlossen. Dadurch wird angegeben, dass diese Druckbögen nicht zulässig sind.",en-de,0.0,nmt,1,1_nmt
42,Repeat steps 2 through 4 to set Fireworks as the primary editor for other web image file types.,"Wiederholen Sie die Schritte 2 bis 4, um Fireworks als primärer Editor für andere Webbilddateitypen festzulegen.","Wiederholen Sie die Schritte 2 bis 4, um Fireworks auch als primären Editor für andere Dateitypen von Webbildern zu definieren.",[0.027238423004746437],"Wiederholen Sie die Schritte 2 bis 4, um Fireworks als primären Editor für andere Webbilddateitypen festzulegen.",en-de,0.0555555555555555,nmt,1,1_nmt
43,A weight of 2 counts twice as much as a weight of 1 and half as much as a weight of 4.,Ein Gewicht von 2 wird doppelt so wie eine Stärke von 1 und einer Hälfte von 4 als Stärke von 4 durchgeführt.,Bei einer Lerninteraktion mit der Gewichtung 2 wird die Punktzahl doppelt so hoch gewertet wie bei einer Interaktion mit der Gewichtung 1 und halb so hoch wie bei einer Interaktion mit der Gewichtung 4.,[0.35948702692985535],Ein Gewicht von 2 zählt doppelt so viel wie ein Gewicht von 1 und halb so viel wie ein Gewicht von 4.,en-de,0.4782608695652174,nmt,1,1_nmt
44,"Select a location to save it to, click Save, and click OK.","Wählen Sie einen Speicherort für die Datei aus, klicken Sie auf ""Speichern"" und dann auf ""OK.""","Wählen Sie einen Speicherort aus, klicken Sie auf ""Speichern"" und dann auf ""OK.""",[0.012533973902463913],"Wählen Sie einen Speicherort für die Datei aus, klicken Sie auf ""Speichern"" und dann auf ""OK"".",en-de,0.0,nmt,1,1_nmt
45,Specifies whether the distance measurement caption is Inside or on Top of the measurement line.,"Legt fest, ob die Messlinie innerhalb oder über der Messlinie liegt.","Gibt an, ob die Beschriftung für die Abstandsmessung innerhalb oder über der Messlinie angezeigt wird.",[0.1366228610277176],"Legt fest, ob die Beschriftung der Entfernungsmessung innerhalb oder über der Messlinie liegt.",en-de,0.2,nmt,1,1_nmt
46,Select the color for the highlighted text to which you are adding a comment.,"Wählen Sie die Farbe für den markierten Text aus, dem Sie einen Kommentar hinzufügen möchten.","Farbe für den hervorgehobenen Text auswählen, dem Sie einen Kommentar hinzufügen.",[0.03462948277592659],"Wählen Sie die Farbe für den markierten Text aus, dem Sie einen Kommentar hinzufügen.",en-de,0.0625,nmt,1,1_nmt
47,This option determines whether facing-page spreads are preserved when text is reflowed in the middle of a document.,"Mit dieser Option legen Sie fest, ob Druckbögen erhalten bleiben, wenn Text in der Mitte eines Dokuments neu eingefügt wird.","Mit dieser Option wird festgelegt, ob doppelseitige Druckbögen beibehalten werden, wenn sich der Textfluss mitten im Dokument ändert.",[0.07285138219594955],"Mit dieser Option legen Sie fest, ob Druckbögen erhalten bleiben, wenn Text in der Mitte eines Dokuments neu eingefügt wird.",en-de,0.0,nmt,1,1_nmt
48,Select the transformed object.,Wählen Sie das transformierte Objekt aus.,Wählen Sie das transformierte Objekt aus.,[0.00858901347965002],Wählen Sie das transformierte Objekt aus.,en-de,0.0,nmt,1,1_nmt
49,"For example, when Whole Word is deselected, a search for place will yield the words replace, placement, and so on.","Wenn beispielsweise ""gesamte Wort"" deaktiviert ist, wird durch eine Suche nach der Position die Wörter ""Ersetzen,"" ""Platzierung"" usw. gefunden.","Wenn ""Ganzes Wort"" deaktiviert ist, wird beispielsweise bei der Suche nach klein auch verkleinern, verkleinerung usw. gefunden.",[0.12490955740213394],"Wenn beispielsweise ""Ganzes Wort"" deaktiviert ist, werden durch eine Suche nach der Position die Wörter ""Ersetzen"", ""Platzierung"" usw. gefunden.",en-de,0.0714285714285714,nmt,1,1_nmt
50,"In the Preflight window, choose Browse Internal PDF Structure from the Options menu.","Wählen Sie im Fenster ""Preflight"" im Menü ""Optionen"" den Befehl ""Interne PDF-Struktur darstellen.""","Wählen Sie im Fenster ""Preflight"" im Menü ""Optionen"" den Eintrag ""Interne PDF-Struktur darstellen.""",[0.014727609232068062],"Wählen Sie im Fenster ""Preflight"" im Menü ""Optionen"" den Befehl ""Interne PDF-Struktur darstellen"".",en-de,0.0,nmt,1,1_nmt
51,"To display import options, make sure that Show Import Options is selected in the Place dialog box.","Wenn die Importoptionen angezeigt werden sollen, vergewissern Sie sich, dass im Dialogfeld ""Platzieren"" die Option ""Importoptionen anzeigen"" aktiviert ist.","Damit die Importoptionen angezeigt werden, muss im Dialogfeld ""Platzieren"" die Option ""Importoptionen anzeigen"" aktiviert sein.",[0.0206728707998991],"Wenn die Importoptionen angezeigt werden sollen, vergewissern Sie sich, dass im Dialogfeld ""Platzieren"" die Option ""Importoptionen anzeigen"" aktiviert ist.",en-de,0.0,nmt,1,1_nmt
52,"Under Style Options, select the replacement character or paragraph style, and then click OK.","Wählen Sie unter ""Formatoptionen"" das ErsatzZeichen- oder Absatzformat aus und klicken Sie auf ""OK.""","Wählen Sie unter ""Formatoptionen"" das Ersatzzeichenformat oder Ersatzabsatzformat aus und klicken Sie dann auf ""OK.""",[0.01375661138445139],"Wählen Sie unter ""Formatoptionen"" das Ersatzzeichen oder Absatzformat aus, und klicken Sie auf ""OK"".",en-de,0.1,nmt,1,1_nmt
53,"You can use the Highlight Text tool, Cross-Out Text tool, and the Underline Text tool to add comments by themselves or in conjunction with notes.","Mit dem Werkzeug ""Text markieren"", ""Textgrundtext"" und ""Unterstreichen-Werkzeug"" können Sie Anmerkungen einfügen oder in Verbindung mit Anmerkungen einfügen.","Sie können mit dem Hervorheben-, Durchstreichen- und Unterstreichen-Werkzeug Kommentare einzeln oder in Verbindung mit Notizen hinzufügen.",[0.21819259226322174],"Mit den Werkzeugen ""Text markieren"", ""Text durchstreichen"" und ""Text unterstreichen"" können Sie Anmerkungen einfügen oder Anmerkungen in Verbindung mit Hinweisen einfügen.",en-de,0.2758620689655172,nmt,1,1_nmt
54,This option determines the distance between the start of the footnote area (where the footnote divider appears by default) and the first line of footnote text.,Mit dieser Option legen Sie den Abstand zwischen dem Beginn des Fußnotentextes (der Fußnotentrennlinie) und der ersten Textzeile eines Fußnotentextes fest.,"Mit dieser Option legen Sie den Abstand zwischen dem Beginn des Fußnotenbereichs (Stelle, an der die Fußnotentrennlinie standardmäßig erscheint) und der ersten Zeile des Fußnotentextes fest.",[0.030090872198343277],Mit dieser Option legen Sie den Abstand zwischen dem Beginn des Fußnotentextes (der Fußnotentrennlinie) und der ersten Textzeile eines Fußnotentextes fest.,en-de,0.0,nmt,1,1_nmt
55,You can also use the Books feature to share styles.,"Sie können auch die Funktion ""Maskieren"" verwenden, um Formate gemeinsam zu nutzen.",Sie können Formate auch mithilfe der Bücher-Funktion in verschiedenen Dokumenten verwenden.,[0.042369090020656586],"Sie können auch die Funktion ""Bücher"" verwenden, um Formate gemeinsam zu nutzen.",en-de,0.0625,nmt,1,1_nmt
56,"To transform a frame without transforming the content, direct-select the frame, and select all the anchor points.","Wenn Sie einen Rahmen transformieren möchten, ohne ihn zu transformieren, wählen Sie den Rahmen mit dem Direktauswahl-Werkzeug aus und wählen Sie alle Ankerpunkte aus.","Wenn Sie einen Rahmen, nicht aber dessen Inhalt transformieren möchten, wählen Sie den Rahmen mit dem Direktauswahl-Werkzeug aus und markieren Sie alle Ankerpunkte.",[0.028721150010824203],"Wenn Sie einen Rahmen transformieren möchten, ohne den Inhalt zu transformieren, wählen Sie den Rahmen mit dem Direktauswahl-Werkzeug aus und wählen Sie alle Ankerpunkte aus.",en-de,0.0714285714285714,nmt,1,1_nmt
57,"If you don't know the email addresses of your recipients, enter your own email address.","Wenn Sie die E-Mail-Adressen Ihrer Empfänger nicht kennen, geben Sie Ihre eigene E-Mail-Adresse ein.","Wenn Sie die E-Mail-Adressen Ihrer Empfänger nicht kennen, geben Sie Ihre eigene E-Mail-Adresse ein.",[0.009750821627676487],"Wenn Sie die E-Mail-Adressen Ihrer Empfänger nicht kennen, geben Sie Ihre eigene E-Mail-Adresse ein.",en-de,0.0,nmt,1,1_nmt
